meterUid,interval,timeStamp,import,export,isEstimate,energyUnit,display_name,Unnamed: 8
142812,15,2025-02-22T00:00:00+08:00,132271358,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T00:15:00+08:00,132272470,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T00:30:00+08:00,132273280,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T00:45:00+08:00,132274012,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T01:00:00+08:00,132274658,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T01:15:00+08:00,132275268,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T01:30:00+08:00,132275878,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T01:45:00+08:00,132276452,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T02:00:00+08:00,132277555,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T02:15:00+08:00,132278197,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T02:30:00+08:00,132278807,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T02:45:00+08:00,132279444,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T03:00:00+08:00,132280027,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T03:15:00+08:00,132280583,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T03:30:00+08:00,132281437,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T03:45:00+08:00,132281989,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T04:00:00+08:00,132282608,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T04:15:00+08:00,132283633,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T04:30:00+08:00,132285227,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T04:45:00+08:00,132285871,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T05:00:00+08:00,132286525,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T05:15:00+08:00,132287155,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T05:30:00+08:00,132287692,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T05:45:00+08:00,132288242,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T06:00:00+08:00,132288824,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T06:15:00+08:00,132289404,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T06:30:00+08:00,132289965,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T06:45:00+08:00,132291236,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T07:00:00+08:00,132292559,35301144,False,Wh,Grid meter,0.0
142812,15,2025-02-22T07:15:00+08:00,132292807,35301154,False,Wh,Grid meter,0.0
142812,15,2025-02-22T07:30:00+08:00,132293171,35301168,False,Wh,Grid meter,0.0
142812,15,2025-02-22T07:45:00+08:00,132293175,35301180,False,Wh,Grid meter,0.0
142812,15,2025-02-22T08:00:00+08:00,132293220,35301230,False,Wh,Grid meter,0.0
142812,15,2025-02-22T08:15:00+08:00,132293299,35301280,False,Wh,Grid meter,0.0
142812,15,2025-02-22T08:30:00+08:00,132293345,35301394,False,Wh,Grid meter,0.0
142812,15,2025-02-22T08:45:00+08:00,132293725,35301397,False,Wh,Grid meter,0.0
142812,15,2025-02-22T09:00:00+08:00,132293841,35301658,False,Wh,Grid meter,0.0
142812,15,2025-02-22T09:15:00+08:00,132293867,35301734,False,Wh,Grid meter,0.0
142812,15,2025-02-22T09:30:00+08:00,132293921,35301802,False,Wh,Grid meter,0.0
142812,15,2025-02-22T09:45:00+08:00,132293935,35302018,False,Wh,Grid meter,0.0
142812,15,2025-02-22T10:00:00+08:00,132293935,35302824,False,Wh,Grid meter,0.0
