Meter,DateTime,kWh_IMP,kWh_EXP,kvarh_IMP,kvarh_EXP,kVAh,V,I,kW,I_THD
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 06:59:40,17490.128,0.0,1393.777,3412.182,19238.808,239.3,16.25,3.887,34.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 07:13:40,17491.034,0.0,1393.777,3412.185,19239.714,239.2,16.32,3.897,2.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 07:27:40,17492.298,0.0,1393.778,3412.191,19240.979,237.7,26.33,6.244,3.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 07:41:40,17493.395,0.0,1393.781,3412.191,19242.075,237.7,25.91,6.151,3.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 07:59:39,17493.729,0.0,1393.784,3412.192,19242.407,239.5,16.28,3.87,26.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 08:13:39,17493.789,0.0,1393.784,3412.2,19242.467,239.9,1.17,0.267,26.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 08:27:39,17493.85,0.0,1393.784,3412.21,19242.529,239.8,1.2,0.273,25.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 08:41:39,17493.911,0.0,1393.784,3412.223,19242.591,239.7,1.17,0.265,27.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 08:59:39,17493.983,0.0,1393.784,3412.24,19242.665,239.8,1.13,0.257,26.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 09:13:39,17494.041,0.0,1393.784,3412.253,19242.725,239.6,1.17,0.262,26.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 09:27:39,17494.102,0.0,1393.784,3412.267,19242.788,241.1,1.17,0.265,26.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 09:41:39,17494.162,0.0,1393.784,3412.28,19242.849,241.7,1.14,0.259,26.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 09:59:39,17494.233,0.0,1393.784,3412.296,19242.922,242.0,1.17,0.264,26.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 10:13:39,17494.542,0.0,1393.784,3412.309,19243.233,242.3,15.97,3.857,25.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 10:27:39,17494.778,0.0,1393.784,3412.322,19243.468,242.0,1.13,0.26,24.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 10:41:39,17494.833,0.0,1393.784,3412.334,19243.525,241.3,1.11,0.254,23.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 10:59:40,17494.908,0.0,1393.784,3412.351,19243.602,241.6,1.15,0.262,26.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 11:13:40,17494.969,0.0,1393.784,3412.365,19243.664,242.6,1.14,0.262,25.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 11:27:40,17495.026,0.0,1393.784,3412.378,19243.723,241.5,1.14,0.259,25.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 11:41:40,17495.082,0.0,1393.784,3412.39,19243.781,242.1,1.14,0.262,24.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 11:59:40,17495.5,0.0,1393.902,3412.398,19244.218,242.2,10.53,2.413,23.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 12:28:40,17496.68,0.0,1394.231,3412.398,19245.443,241.3,10.81,2.493,15.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 12:42:40,17497.263,0.0,1394.391,3412.398,19246.047,241.4,10.95,2.522,15.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 12:59:39,17497.973,0.0,1394.585,3412.398,19246.784,241.4,11.03,2.538,15.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 13:13:39,17498.557,0.0,1394.744,3412.398,19247.389,241.4,10.9,2.509,15.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 13:27:39,17499.151,0.0,1394.903,3412.398,19248.004,241.7,11.2,2.587,14.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 13:41:39,17499.748,0.0,1395.063,3412.398,19248.623,241.8,11.15,2.573,14.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 13:59:39,17500.506,0.0,1395.269,3412.398,19249.408,241.5,11.11,2.563,14.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 14:13:39,17501.092,0.0,1395.426,3412.398,19250.015,241.2,11.02,2.541,14.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 14:27:39,17501.687,0.0,1395.584,3412.398,19250.631,241.0,11.11,2.559,14.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 14:41:39,17502.285,0.0,1395.738,3412.398,19251.248,240.6,11.16,2.576,14.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 14:59:39,17503.054,0.0,1395.938,3412.398,19252.042,240.9,11.26,2.604,14.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 15:13:39,17503.657,0.0,1396.091,3412.398,19252.664,240.6,11.34,2.62,14.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 15:27:39,17504.251,0.0,1396.239,3412.398,19253.277,239.2,11.16,2.566,14.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 15:41:39,17504.97,0.0,1396.386,3412.398,19254.014,239.1,25.22,5.97,14.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 15:59:40,17506.183,0.0,1396.576,3412.398,19255.243,239.6,25.34,5.993,14.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 16:13:40,17506.825,0.0,1396.709,3412.398,19255.898,238.5,11.94,2.758,15.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 16:27:40,17507.502,0.0,1396.848,3412.398,19256.59,238.6,12.0,2.778,15.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 16:41:40,17508.187,0.0,1396.985,3412.398,19257.289,237.3,18.94,4.345,16.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 16:59:40,17509.784,0.0,1397.083,3412.413,19258.89,237.3,27.14,6.389,6.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 17:13:40,17510.25,0.0,1397.083,3412.443,19259.357,239.7,17.3,4.089,45.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 17:27:40,17510.394,0.0,1397.084,3412.467,19259.503,240.6,2.79,0.633,45.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 17:41:40,17510.526,0.0,1397.084,3412.498,19259.639,240.2,2.73,0.577,47.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 17:59:40,17510.698,0.0,1397.084,3412.538,19259.815,241.1,2.73,0.579,46.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 18:13:40,17510.822,0.0,1397.084,3412.568,19259.943,240.9,2.56,0.567,40.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 18:27:40,17510.95,0.0,1397.084,3412.598,19260.074,241.0,2.66,0.558,46.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 18:41:40,17511.084,0.0,1397.084,3412.628,19260.213,241.6,2.75,0.579,45.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 18:59:40,17511.25,0.0,1397.084,3412.665,19260.382,241.2,2.6,0.572,39.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 19:13:40,17511.846,0.0,1397.107,3412.691,19260.983,240.5,17.23,4.12,39.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 19:27:40,17513.071,0.0,1397.258,3412.691,19262.22,239.1,25.6,6.067,9.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 19:41:40,17514.516,0.0,1397.399,3412.691,19263.672,240.2,27.15,6.472,8.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 19:59:40,17516.407,0.0,1397.576,3412.691,19265.572,239.8,26.65,6.334,8.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 20:13:40,17517.86,0.0,1397.718,3412.691,19267.031,239.9,26.39,6.275,7.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 20:27:40,17519.033,0.0,1397.783,3412.705,19268.206,240.6,25.57,6.09,7.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 20:41:40,17519.979,0.0,1397.783,3412.733,19269.152,241.6,16.92,4.077,5.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 20:59:40,17521.189,0.0,1397.783,3412.772,19270.363,241.7,16.95,4.081,7.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 21:13:40,17522.131,0.0,1397.783,3412.802,19271.306,239.6,16.93,4.045,6.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 21:27:40,17523.16,0.0,1397.783,3412.825,19272.336,239.7,24.71,5.91,6.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 21:41:40,17523.572,0.0,1397.783,3412.841,19272.747,240.9,10.14,2.423,65.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 21:59:39,17523.932,0.0,1397.783,3412.86,19273.107,239.9,9.91,2.346,47.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 22:13:39,17524.004,0.0,1397.783,3412.876,19273.181,241.7,1.46,0.311,49.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 22:27:39,17524.071,0.0,1397.783,3412.891,19273.249,241.9,1.39,0.297,44.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 22:41:39,17524.129,0.0,1397.783,3412.904,19273.309,241.9,1.21,0.271,32.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 22:59:39,17524.21,0.0,1397.783,3412.922,19273.392,242.0,1.23,0.274,33.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 23:13:39,17524.271,0.0,1397.783,3412.936,19273.455,241.9,1.18,0.266,31.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 23:27:39,17524.332,0.0,1397.783,3412.95,19273.517,242.0,1.17,0.263,31.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 23:41:39,17524.387,0.0,1397.783,3412.963,19273.574,242.5,1.14,0.259,28.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-18 23:59:40,17524.467,0.0,1397.783,3412.981,19273.656,242.4,1.2,0.268,32.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 00:13:40,17524.988,0.0,1397.783,3412.994,19274.178,242.6,15.94,3.844,33.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 00:43:53,17525.116,0.0,1397.783,3413.023,19274.309,243.0,1.14,0.259,28.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 00:59:40,17525.183,0.0,1397.783,3413.038,19274.377,243.1,1.19,0.269,33.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 01:13:40,17525.245,0.0,1397.783,3413.052,19274.441,243.1,1.19,0.271,32.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 01:27:40,17525.307,0.0,1397.783,3413.066,19274.504,243.1,1.16,0.266,31.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 01:41:40,17525.367,0.0,1397.783,3413.079,19274.566,242.9,1.14,0.261,29.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 01:59:40,17525.439,0.0,1397.783,3413.096,19274.639,243.1,1.16,0.262,31.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 02:13:40,17525.499,0.0,1397.783,3413.11,19274.701,240.5,1.16,0.26,31.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 02:27:40,17525.558,0.0,1397.783,3413.123,19274.762,240.6,1.17,0.259,30.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 02:41:40,17525.617,0.0,1397.783,3413.137,19274.822,240.9,1.12,0.252,26.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 02:59:39,17525.685,0.0,1397.783,3413.153,19274.892,240.6,1.09,0.246,25.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 03:13:39,17525.744,0.0,1397.783,3413.167,19274.952,241.1,1.14,0.259,30.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 03:27:39,17525.803,0.0,1397.783,3413.18,19275.014,241.6,1.16,0.258,29.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 03:41:39,17525.862,0.0,1397.783,3413.194,19275.074,240.8,1.12,0.253,27.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 03:59:39,17525.932,0.0,1397.783,3413.21,19275.146,240.9,1.09,0.251,25.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 04:13:39,17525.989,0.0,1397.783,3413.223,19275.205,240.6,1.14,0.255,28.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 04:27:39,17526.049,0.0,1397.783,3413.237,19275.266,240.9,1.14,0.259,29.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 04:41:39,17526.108,0.0,1397.783,3413.25,19275.326,241.1,1.12,0.253,25.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 04:59:40,17526.18,0.0,1397.783,3413.267,19275.401,241.1,1.13,0.253,28.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 05:13:40,17526.235,0.0,1397.783,3413.28,19275.457,240.8,1.12,0.255,26.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 05:27:40,17526.295,0.0,1397.783,3413.294,19275.518,240.4,1.15,0.257,30.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 05:41:40,17526.354,0.0,1397.783,3413.308,19275.579,240.6,1.14,0.255,30.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 05:59:40,17526.427,0.0,1397.783,3413.325,19275.654,240.8,1.12,0.252,29.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 06:13:40,17526.797,0.0,1397.783,3413.333,19276.027,240.7,16.32,3.904,13.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 06:27:40,17527.385,0.0,1397.783,3413.339,19276.615,240.2,16.56,3.965,25.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 06:41:40,17528.323,0.0,1397.783,3413.348,19277.553,238.6,16.53,3.943,3.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 06:59:40,17528.961,0.0,1397.791,3413.359,19278.19,239.2,16.54,3.944,24.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 07:13:40,17529.15,0.0,1397.792,3413.369,19278.379,239.7,4.35,0.86,22.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 07:27:40,17529.201,0.0,1397.792,3413.407,19278.446,239.5,1.33,0.26,39.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 07:41:40,17529.235,0.0,1397.792,3413.454,19278.504,239.2,1.14,0.148,44.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 07:59:40,17529.276,0.0,1397.792,3413.512,19278.576,240.2,1.1,0.14,42.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 08:13:40,17529.553,0.0,1397.792,3413.557,19278.871,239.8,15.3,3.646,37.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 08:27:40,17529.721,0.0,1397.792,3413.602,19279.06,239.8,1.04,0.137,37.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 08:41:40,17529.753,0.0,1397.792,3413.648,19279.116,240.2,1.12,0.144,40.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 08:59:40,17529.797,0.0,1397.792,3413.707,19279.189,239.8,1.13,0.148,41.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 09:13:40,17529.83,0.0,1397.792,3413.754,19279.246,242.5,1.09,0.143,39.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 09:27:40,17529.862,0.0,1397.792,3413.8,19279.302,241.9,1.07,0.14,38.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 09:43:00,17529.891,0.0,1397.792,3413.849,19279.359,241.6,1.08,0.14,37.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 09:51:20,17529.91,0.0,1397.792,3413.877,19279.393,240.1,1.07,0.14,37.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 10:12:50,17529.962,0.0,1397.792,3413.948,19279.481,242.1,1.1,0.147,39.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 10:29:30,17530.0,0.0,1397.792,3414.002,19279.548,241.6,1.06,0.139,37.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 10:37:50,17530.018,0.0,1397.792,3414.029,19279.58,239.9,0.95,0.105,34.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 10:54:30,17530.051,0.0,1397.792,3414.082,19279.643,240.5,1.12,0.141,40.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 11:12:50,17530.095,0.0,1397.792,3414.143,19279.718,240.8,1.1,0.144,39.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 11:29:30,17530.144,0.0,1397.792,3414.197,19279.791,240.9,1.34,0.248,37.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 11:37:50,17530.178,0.0,1397.792,3414.223,19279.835,240.5,1.34,0.249,24.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 11:54:30,17530.238,0.0,1397.792,3414.277,19279.916,241.0,1.35,0.251,34.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 12:22:54,17530.316,0.0,1397.792,3414.373,19280.039,238.7,1.2,0.161,47.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 12:39:34,17530.389,0.0,1397.792,3414.428,19280.14,239.4,15.49,3.7,53.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 12:47:54,17530.731,0.0,1397.792,3414.456,19280.485,239.3,1.26,0.174,51.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 13:12:50,17530.8,0.0,1397.792,3414.541,19280.594,240.3,1.19,0.163,46.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 13:29:30,17530.836,0.0,1397.792,3414.595,19280.659,240.5,0.99,0.11,35.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 13:37:50,17530.854,0.0,1397.792,3414.622,19280.692,239.5,1.09,0.138,41.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 13:54:30,17530.894,0.0,1397.792,3414.677,19280.76,240.4,1.11,0.145,39.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 14:12:49,17530.936,0.0,1397.792,3414.737,19280.834,240.2,1.09,0.139,39.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 14:29:29,17530.973,0.0,1397.792,3414.791,19280.899,239.8,1.07,0.137,39.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 14:37:49,17530.988,0.0,1397.792,3414.817,19280.929,239.1,0.95,0.103,34.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 14:54:29,17531.026,0.0,1397.792,3414.872,19280.996,240.3,1.12,0.142,39.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 15:12:49,17531.069,0.0,1397.792,3414.933,19281.071,240.7,1.11,0.143,40.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 15:29:29,17531.107,0.0,1397.792,3414.988,19281.137,239.6,1.07,0.136,39.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 15:37:49,17531.123,0.0,1397.792,3415.014,19281.169,240.0,0.98,0.107,35.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 16:14:57,17531.208,0.0,1397.792,3415.136,19281.317,240.2,1.12,0.147,40.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 16:23:17,17531.227,0.0,1397.792,3415.163,19281.35,239.3,1.09,0.136,39.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 16:39:57,17531.262,0.0,1397.792,3415.217,19281.415,240.2,1.07,0.137,37.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 16:48:17,17531.277,0.0,1397.792,3415.245,19281.446,240.6,1.06,0.132,37.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 17:12:50,17531.335,0.0,1397.792,3415.326,19281.546,240.7,1.13,0.144,40.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 17:29:30,17531.373,0.0,1397.792,3415.382,19281.613,240.7,1.1,0.14,38.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 17:37:50,17531.392,0.0,1397.792,3415.41,19281.647,240.1,1.06,0.132,38.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 17:54:30,17531.423,0.0,1397.792,3415.464,19281.71,241.0,1.07,0.132,37.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 18:12:50,17531.467,0.0,1397.792,3415.525,19281.785,240.9,1.13,0.147,38.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 18:29:30,17531.899,0.0,1397.792,3415.576,19282.234,240.3,17.25,4.125,32.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 18:37:50,17532.465,0.0,1397.792,3415.605,19282.801,239.1,17.22,4.103,5.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 18:54:30,17533.608,0.0,1397.792,3415.671,19283.945,239.1,17.4,4.145,6.7
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 19:12:50,17535.432,0.0,1397.927,3415.685,19285.776,237.9,33.88,7.995,9.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 19:29:30,17536.865,0.0,1398.01,3415.704,19287.213,239.1,25.06,5.94,9.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 19:37:50,17537.433,0.0,1398.01,3415.727,19287.781,239.6,17.13,4.09,8.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 19:54:30,17537.704,0.0,1398.01,3415.768,19288.056,241.2,3.15,0.676,53.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 20:12:50,17538.887,0.0,1398.01,3415.791,19289.24,239.1,16.6,3.966,4.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 20:29:30,17539.651,0.0,1398.01,3415.81,19290.004,241.1,15.99,3.83,43.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 20:37:50,17539.692,0.0,1398.01,3415.82,19290.046,240.9,1.33,0.287,40.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 20:54:30,17539.768,0.0,1398.01,3415.84,19290.124,241.2,1.32,0.286,40.1
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 21:12:51,17539.846,0.0,1398.01,3415.86,19290.204,241.5,1.24,0.272,35.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 21:29:31,17539.921,0.0,1398.01,3415.879,19290.282,241.8,1.23,0.273,30.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 21:37:51,17539.958,0.0,1398.01,3415.889,19290.32,242.2,1.18,0.263,27.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 21:54:31,17540.035,0.0,1398.01,3415.909,19290.399,241.8,1.33,0.285,36.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 22:12:50,17540.117,0.0,1398.01,3415.931,19290.485,241.6,1.13,0.254,23.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 22:29:30,17540.195,0.0,1398.01,3415.951,19290.565,241.6,1.29,0.282,36.0
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 22:37:50,17540.233,0.0,1398.01,3415.961,19290.605,242.0,1.26,0.279,36.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 22:54:30,17540.394,0.0,1398.01,3415.98,19290.769,243.2,15.85,3.809,34.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 23:12:49,17540.771,0.0,1398.01,3416.0,19291.147,242.4,1.13,0.256,24.8
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 23:29:29,17540.837,0.0,1398.01,3416.017,19291.215,242.8,1.15,0.259,28.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 23:37:49,17540.873,0.0,1398.01,3416.026,19291.252,242.2,1.17,0.263,29.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-19 23:54:29,17540.947,0.0,1398.01,3416.045,19291.328,242.0,1.18,0.266,29.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 00:12:49,17541.026,0.0,1398.01,3416.065,19291.409,242.6,1.13,0.259,24.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 00:37:31,17541.125,0.0,1398.01,3416.092,19291.513,242.5,1.15,0.263,28.9
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 00:54:11,17541.199,0.0,1398.01,3416.11,19291.588,243.0,1.17,0.262,28.2
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 01:12:50,17541.279,0.0,1398.01,3416.131,19291.671,243.0,1.13,0.258,27.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 01:29:30,17541.347,0.0,1398.01,3416.149,19291.742,243.4,1.12,0.255,27.5
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 01:37:50,17541.38,0.0,1398.01,3416.158,19291.776,243.3,1.14,0.26,27.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 01:54:30,17541.453,0.0,1398.01,3416.177,19291.852,243.8,1.17,0.263,26.3
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 02:12:50,17541.532,0.0,1398.01,3416.198,19291.933,243.8,1.14,0.258,28.4
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 02:29:30,17541.597,0.0,1398.01,3416.216,19292.0,243.7,1.16,0.259,29.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 02:37:50,17541.633,0.0,1398.01,3416.226,19292.038,243.4,1.18,0.266,29.6
RMT-APL-01-MDB5-APR48-01-50002673-DL1,2024-11-20 02:54:30,17541.715,0.0,1398.01,3416.245,19292.122,243.6,1.55,0.372,27.9
