Item ID,Name,Item Type,Item Code,Tax Name,Tax Amount (%),Price,Cost Price,Comment 
,Manual Lymphatic Drainage - Manual Lymphatic Drainage - 90 minutes,Service,,,,165,,Update Name to Match Appoint Types Concatenation
