meterUid,interval,timeStamp,import,export,isEstimate,energyUnit,display_name
142812,20.0,2025-04-01T00:20:00+08:00,135123282,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T00:40:00+08:00,135124091,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T01:00:00+08:00,135125328,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T01:20:00+08:00,135126293,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T01:40:00+08:00,135127061,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T02:00:00+08:00,135127928,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T02:20:00+08:00,135129624,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T02:40:00+08:00,135130476,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T03:00:00+08:00,135131911,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T03:20:00+08:00,135132868,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T03:40:00+08:00,135134464,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T04:00:00+08:00,135135244,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T04:20:00+08:00,135135997,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T04:40:00+08:00,135136867,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T05:00:00+08:00,135137556,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T05:20:00+08:00,135138484,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T05:40:00+08:00,135140211,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T06:00:00+08:00,135141576,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T06:20:00+08:00,135142896,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T06:40:00+08:00,135144475,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T07:00:00+08:00,135145358,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T07:20:00+08:00,135147542,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T07:40:00+08:00,135148507,35813465,False,Wh,Grid meter
142812,20.0,2025-04-01T08:00:00+08:00,135150011,35813466,False,Wh,Grid meter
142812,20.0,2025-04-01T08:20:00+08:00,135150121,35813546,False,Wh,Grid meter
142812,20.0,2025-04-01T08:40:00+08:00,135150140,35813560,False,Wh,Grid meter
142812,20.0,2025-04-01T09:00:00+08:00,135150191,35813630,False,Wh,Grid meter
142812,20.0,2025-04-01T09:20:00+08:00,135150280,35813699,False,Wh,Grid meter
142812,20.0,2025-04-01T09:40:00+08:00,135150303,35813823,False,Wh,Grid meter
142812,20.0,2025-04-01T10:00:00+08:00,135150332,35813886,False,Wh,Grid meter
142812,20.0,2025-04-01T10:20:00+08:00,135150364,35813933,False,Wh,Grid meter
142812,20.0,2025-04-01T10:40:00+08:00,135150389,35814045,False,Wh,Grid meter
142812,20.0,2025-04-01T11:00:00+08:00,135150477,35814285,False,Wh,Grid meter
142812,20.0,2025-04-01T11:20:00+08:00,135150508,35814557,False,Wh,Grid meter
142812,20.0,2025-04-01T11:40:00+08:00,135150510,35815005,False,Wh,Grid meter
142812,20.0,2025-04-01T12:00:00+08:00,135150756,35815078,False,Wh,Grid meter
142812,20.0,2025-04-01T12:20:00+08:00,135150862,35815183,False,Wh,Grid meter
142812,20.0,2025-04-01T12:40:00+08:00,135150909,35815494,False,Wh,Grid meter
142812,20.0,2025-04-01T13:00:00+08:00,135150933,35815934,False,Wh,Grid meter
142812,20.0,2025-04-01T13:20:00+08:00,135150935,35816660,False,Wh,Grid meter
142812,20.0,2025-04-01T13:40:00+08:00,135150972,35817395,False,Wh,Grid meter
142812,20.0,2025-04-01T14:00:00+08:00,135150977,35817877,False,Wh,Grid meter
