Cluster,Point,Reading Time,Import,Export
3A,05,2024-09-01 00:00:00+00:00,,
3A,06,2024-09-01 00:00:00+00:00,,
3A,07,2024-09-01 00:00:00+00:00,2569.0,6236.0
3A,08,2024-09-01 00:00:00+00:00,,
3A,09,2024-09-01 00:00:00+00:00,,
3A,10,2024-09-01 00:00:00+00:00,,
3A,11,2024-09-01 00:00:00+00:00,,
3A,12,2024-09-01 00:00:00+00:00,,
3A,13,2024-09-01 00:00:00+00:00,,
3A,14,2024-09-01 00:00:00+00:00,,
3A,15,2024-09-01 00:00:00+00:00,,
3A,16,2024-09-01 00:00:00+00:00,,
3A,17,2024-09-01 00:00:00+00:00,,
3A,18,2024-09-01 00:00:00+00:00,,
3A,19,2024-09-01 00:00:00+00:00,1813.0,5235.0
3A,20,2024-09-01 00:00:00+00:00,,
3A,21,2024-09-01 00:00:00+00:00,,
3A,22,2024-09-01 00:00:00+00:00,,
3A,23,2024-09-01 00:00:00+00:00,,
3A,24,2024-09-01 00:00:00+00:00,2762.0,4061.0
3A,25,2024-09-01 00:00:00+00:00,2800.0,3975.0
3A,26,2024-09-01 00:00:00+00:00,,
3A,27,2024-09-01 00:00:00+00:00,,
3A,COMMON_BESS,2024-09-01 00:00:00+00:00,,
3A,COMMON_EV,2024-09-01 00:00:00+00:00,,
3A,COMMON_SERVICES,2024-09-01 00:00:00+00:00,,
3A,COMMON_SERVICES_DB1,2024-09-01 00:00:00+00:00,,
3A,COMMON_SERVICES_DB2,2024-09-01 00:00:00+00:00,,
3B,01,2024-09-01 00:00:00+00:00,,
3B,02,2024-09-01 00:00:00+00:00,,
3B,03,2024-09-01 00:00:00+00:00,,
3B,04,2024-09-01 00:00:00+00:00,,
3B,05,2024-09-01 00:00:00+00:00,4560.22,1752.59
3B,06,2024-09-01 00:00:00+00:00,,
3B,07,2024-09-01 00:00:00+00:00,1937.59,1487.84
3B,08,2024-09-01 00:00:00+00:00,1156.71,1057.81
3B,09,2024-09-01 00:00:00+00:00,,
3B,10,2024-09-01 00:00:00+00:00,,
3B,11,2024-09-01 00:00:00+00:00,,
3B,12,2024-09-01 00:00:00+00:00,,
3B,13,2024-09-01 00:00:00+00:00,,
3B,14,2024-09-01 00:00:00+00:00,,
3B,15,2024-09-01 00:00:00+00:00,,
3B,16,2024-09-01 00:00:00+00:00,,
3B,17,2024-09-01 00:00:00+00:00,,
3B,18,2024-09-01 00:00:00+00:00,,
3B,19,2024-09-01 00:00:00+00:00,,
3B,COMMON_BESS,2024-09-01 00:00:00+00:00,,
3B,COMMON_EV,2024-09-01 00:00:00+00:00,,
3B,COMMON_SERVICES,2024-09-01 00:00:00+00:00,,
3B,COMMON_SERVICES_DB1,2024-09-01 00:00:00+00:00,,
3B,COMMON_SERVICES_DB2,2024-09-01 00:00:00+00:00,,
