timeStamp,meterUid,import,export,energyUnit,display_name,interval,isEstimate
2025-04-07T00:20:00+08:00,142812,135674061,35845690,Wh,Grid meter,20.0,False
2025-04-07T00:40:00+08:00,142812,135674884,35845690,Wh,Grid meter,20.0,False
2025-04-07T01:00:00+08:00,142812,135675676,35845690,Wh,Grid meter,20.0,False
2025-04-07T01:20:00+08:00,142812,135676461,35845690,Wh,Grid meter,20.0,False
2025-04-07T01:40:00+08:00,142812,135677487,35845690,Wh,Grid meter,20.0,False
2025-04-07T02:00:00+08:00,142812,135678317,35845690,Wh,Grid meter,20.0,False
2025-04-07T02:20:00+08:00,142812,135679310,35845690,Wh,Grid meter,20.0,False
2025-04-07T02:40:00+08:00,142812,135680231,35845690,Wh,Grid meter,20.0,False
2025-04-07T03:00:00+08:00,142812,135680891,35845690,Wh,Grid meter,20.0,False
2025-04-07T03:20:00+08:00,142812,135681503,35845690,Wh,Grid meter,20.0,False
2025-04-07T03:40:00+08:00,142812,135682245,35845690,Wh,Grid meter,20.0,False
2025-04-07T04:00:00+08:00,142812,135682917,35845690,Wh,Grid meter,20.0,False
2025-04-07T04:20:00+08:00,142812,135684464,35845690,Wh,Grid meter,20.0,False
2025-04-07T04:40:00+08:00,142812,135686673,35845690,Wh,Grid meter,20.0,False
2025-04-07T05:00:00+08:00,142812,135687784,35845690,Wh,Grid meter,20.0,False
2025-04-07T05:20:00+08:00,142812,135688421,35845690,Wh,Grid meter,20.0,False
2025-04-07T05:40:00+08:00,142812,135689194,35845690,Wh,Grid meter,20.0,False
2025-04-07T06:00:00+08:00,142812,135690433,35845690,Wh,Grid meter,20.0,False
2025-04-07T06:20:00+08:00,142812,135691891,35845690,Wh,Grid meter,20.0,False
2025-04-07T06:40:00+08:00,142812,135693498,35845690,Wh,Grid meter,20.0,False
2025-04-07T07:00:00+08:00,142812,135696189,35845690,Wh,Grid meter,20.0,False
2025-04-07T07:20:00+08:00,142812,135696765,35845690,Wh,Grid meter,20.0,False
2025-04-07T07:40:00+08:00,142812,135697151,35845690,Wh,Grid meter,20.0,False
2025-04-07T08:00:00+08:00,142812,135697262,35845699,Wh,Grid meter,20.0,False
2025-04-07T08:20:00+08:00,142812,135697789,35845706,Wh,Grid meter,20.0,False
2025-04-07T08:40:00+08:00,142812,135698382,35845743,Wh,Grid meter,20.0,False
2025-04-07T09:00:00+08:00,142812,135698456,35845848,Wh,Grid meter,20.0,False
2025-04-07T09:20:00+08:00,142812,135698486,35845895,Wh,Grid meter,20.0,False
2025-04-07T09:40:00+08:00,142812,135698521,35846107,Wh,Grid meter,20.0,False
2025-04-07T10:00:00+08:00,142812,135698575,35846710,Wh,Grid meter,20.0,False
2025-04-07T10:20:00+08:00,142812,135698731,35847223,Wh,Grid meter,20.0,False
2025-04-07T10:40:00+08:00,142812,135698901,35847865,Wh,Grid meter,20.0,False
2025-04-07T11:00:00+08:00,142812,135699041,35848721,Wh,Grid meter,20.0,False
2025-04-07T11:20:00+08:00,142812,135699101,35849456,Wh,Grid meter,20.0,False
2025-04-07T11:40:00+08:00,142812,135699159,35850649,Wh,Grid meter,20.0,False
2025-04-07T12:00:00+08:00,142812,135699160,35852218,Wh,Grid meter,20.0,False
2025-04-07T12:20:00+08:00,142812,135699170,35853193,Wh,Grid meter,20.0,False
2025-04-07T12:40:00+08:00,142812,135699354,35853603,Wh,Grid meter,20.0,False
2025-04-07T13:00:00+08:00,142812,135699513,35854226,Wh,Grid meter,20.0,False
2025-04-07T13:20:00+08:00,142812,135699552,35855400,Wh,Grid meter,20.0,False
2025-04-07T13:40:00+08:00,142812,135699658,35856205,Wh,Grid meter,20.0,False
2025-04-07T14:00:00+08:00,142812,135699667,35857670,Wh,Grid meter,20.0,False
2025-04-07T14:20:00+08:00,142812,135699692,35858501,Wh,Grid meter,20.0,False
2025-04-07T14:40:00+08:00,142812,135699698,35859475,Wh,Grid meter,20.0,False
2025-04-07T15:00:00+08:00,142812,135699699,35860225,Wh,Grid meter,20.0,False
2025-04-07T15:20:00+08:00,142812,135699802,35860624,Wh,Grid meter,20.0,False
2025-04-07T15:40:00+08:00,142812,135699856,35860806,Wh,Grid meter,20.0,False
2025-04-07T16:00:00+08:00,142812,135699933,35860930,Wh,Grid meter,20.0,False
2025-04-07T16:20:00+08:00,142812,135700124,35861035,Wh,Grid meter,20.0,False
2025-04-07T16:40:00+08:00,142812,135700251,35861077,Wh,Grid meter,20.0,False
2025-04-07T17:00:00+08:00,142812,135700286,35861116,Wh,Grid meter,20.0,False
2025-04-07T17:20:00+08:00,142812,135700457,35861120,Wh,Grid meter,20.0,False
2025-04-07T17:40:00+08:00,142812,135701735,35861120,Wh,Grid meter,20.0,False
2025-04-07T18:00:00+08:00,142812,135705141,35861120,Wh,Grid meter,20.0,False
2025-04-07T18:20:00+08:00,142812,135707912,35861120,Wh,Grid meter,20.0,False
2025-04-07T18:40:00+08:00,142812,135711336,35861120,Wh,Grid meter,20.0,False
2025-04-07T19:00:00+08:00,142812,135714735,35861120,Wh,Grid meter,20.0,False
2025-04-07T19:20:00+08:00,142812,135717454,35861120,Wh,Grid meter,20.0,False
2025-04-07T19:40:00+08:00,142812,135718163,35861120,Wh,Grid meter,20.0,False
2025-04-07T20:00:00+08:00,142812,135720595,35861120,Wh,Grid meter,20.0,False
2025-04-07T20:20:00+08:00,142812,135722476,35861120,Wh,Grid meter,20.0,False
2025-04-07T20:40:00+08:00,142812,135725175,35861120,Wh,Grid meter,20.0,False
2025-04-07T21:00:00+08:00,142812,135726662,35861120,Wh,Grid meter,20.0,False
2025-04-07T21:20:00+08:00,142812,135729102,35861120,Wh,Grid meter,20.0,False
2025-04-07T21:40:00+08:00,142812,135731543,35861120,Wh,Grid meter,20.0,False
2025-04-07T22:00:00+08:00,142812,135734489,35861120,Wh,Grid meter,20.0,False
2025-04-07T22:20:00+08:00,142812,135736592,35861120,Wh,Grid meter,20.0,False
2025-04-07T22:40:00+08:00,142812,135737812,35861120,Wh,Grid meter,20.0,False
2025-04-07T23:00:00+08:00,142812,135739038,35861120,Wh,Grid meter,20.0,False
2025-04-07T23:20:00+08:00,142812,135740250,35861120,Wh,Grid meter,20.0,False
2025-04-07T23:40:00+08:00,142812,135741657,35861120,Wh,Grid meter,20.0,False
2025-04-08T00:00:00+08:00,142812,135742630,35861120,Wh,Grid meter,20.0,False
2025-04-08T00:20:00+08:00,142812,135743504,35861120,Wh,Grid meter,20.0,False
2025-04-08T00:40:00+08:00,142812,135744408,35861120,Wh,Grid meter,20.0,False
2025-04-08T01:00:00+08:00,142812,135745279,35861120,Wh,Grid meter,20.0,False
2025-04-08T01:20:00+08:00,142812,135746137,35861120,Wh,Grid meter,20.0,False
2025-04-08T01:40:00+08:00,142812,135746940,35861120,Wh,Grid meter,20.0,False
2025-04-08T02:00:00+08:00,142812,135748237,35861120,Wh,Grid meter,20.0,False
2025-04-08T02:20:00+08:00,142812,135749365,35861120,Wh,Grid meter,20.0,False
2025-04-08T02:40:00+08:00,142812,135750091,35861120,Wh,Grid meter,20.0,False
2025-04-08T03:00:00+08:00,142812,135751337,35861120,Wh,Grid meter,20.0,False
2025-04-08T03:20:00+08:00,142812,135752053,35861120,Wh,Grid meter,20.0,False
2025-04-08T03:40:00+08:00,142812,135752749,35861120,Wh,Grid meter,20.0,False
2025-04-08T04:00:00+08:00,142812,135753892,35861120,Wh,Grid meter,20.0,False
2025-04-08T04:20:00+08:00,142812,135754518,35861120,Wh,Grid meter,20.0,False
2025-04-08T04:40:00+08:00,142812,135756192,35861120,Wh,Grid meter,20.0,False
2025-04-08T05:00:00+08:00,142812,135756890,35861120,Wh,Grid meter,20.0,False
2025-04-08T05:20:00+08:00,142812,135757627,35861120,Wh,Grid meter,20.0,False
2025-04-08T05:40:00+08:00,142812,135758364,35861120,Wh,Grid meter,20.0,False
2025-04-08T06:00:00+08:00,142812,135759283,35861120,Wh,Grid meter,20.0,False
2025-04-08T06:20:00+08:00,142812,135760196,35861120,Wh,Grid meter,20.0,False
2025-04-08T06:40:00+08:00,142812,135761739,35861120,Wh,Grid meter,20.0,False
2025-04-08T07:00:00+08:00,142812,135763340,35861120,Wh,Grid meter,20.0,False
2025-04-08T07:20:00+08:00,142812,135764111,35861120,Wh,Grid meter,20.0,False
2025-04-08T07:40:00+08:00,142812,135765212,35861120,Wh,Grid meter,20.0,False
2025-04-08T08:00:00+08:00,142812,135765464,35861143,Wh,Grid meter,20.0,False
2025-04-08T08:20:00+08:00,142812,135765616,35861202,Wh,Grid meter,20.0,False
2025-04-08T08:40:00+08:00,142812,135765627,35861223,Wh,Grid meter,20.0,False
2025-04-08T09:00:00+08:00,142812,135765648,35861309,Wh,Grid meter,20.0,False
2025-04-08T09:20:00+08:00,142812,135765693,35861419,Wh,Grid meter,20.0,False
2025-04-08T09:40:00+08:00,142812,135765795,35861757,Wh,Grid meter,20.0,False
2025-04-08T10:00:00+08:00,142812,135766032,35862289,Wh,Grid meter,20.0,False
2025-04-08T10:20:00+08:00,142812,135766249,35862849,Wh,Grid meter,20.0,False
2025-04-08T10:40:00+08:00,142812,135766440,35863416,Wh,Grid meter,20.0,False
2025-04-08T11:00:00+08:00,142812,135766722,35864163,Wh,Grid meter,20.0,False
2025-04-08T11:20:00+08:00,142812,135768492,35864163,Wh,Grid meter,20.0,False
