timeStamp,meterUid,import,export,energyUnit,display_name,interval,isEstimate
2025-04-14T00:20:00+08:00,142812,136253493,35897443,Wh,Grid meter,20.0,False
2025-04-14T00:40:00+08:00,142812,136254252,35897443,Wh,Grid meter,20.0,False
2025-04-14T01:00:00+08:00,142812,136255369,35897443,Wh,Grid meter,20.0,False
2025-04-14T01:20:00+08:00,142812,136256155,35897443,Wh,Grid meter,20.0,False
2025-04-14T01:40:00+08:00,142812,136256816,35897443,Wh,Grid meter,20.0,False
2025-04-14T02:00:00+08:00,142812,136257466,35897443,Wh,Grid meter,20.0,False
2025-04-14T02:20:00+08:00,142812,136258072,35897443,Wh,Grid meter,20.0,False
2025-04-14T02:40:00+08:00,142812,136258655,35897443,Wh,Grid meter,20.0,False
2025-04-14T03:00:00+08:00,142812,136259329,35897443,Wh,Grid meter,20.0,False
2025-04-14T03:20:00+08:00,142812,136260621,35897443,Wh,Grid meter,20.0,False
2025-04-14T03:40:00+08:00,142812,136261228,35897443,Wh,Grid meter,20.0,False
2025-04-14T04:00:00+08:00,142812,136261942,35897443,Wh,Grid meter,20.0,False
2025-04-14T04:20:00+08:00,142812,136263943,35897443,Wh,Grid meter,20.0,False
2025-04-14T04:40:00+08:00,142812,136265558,35897443,Wh,Grid meter,20.0,False
2025-04-14T05:00:00+08:00,142812,136266130,35897443,Wh,Grid meter,20.0,False
2025-04-14T05:20:00+08:00,142812,136266821,35897443,Wh,Grid meter,20.0,False
2025-04-14T05:40:00+08:00,142812,136267441,35897443,Wh,Grid meter,20.0,False
2025-04-14T06:00:00+08:00,142812,136268585,35897443,Wh,Grid meter,20.0,False
2025-04-14T06:20:00+08:00,142812,136269198,35897443,Wh,Grid meter,20.0,False
2025-04-14T06:40:00+08:00,142812,136270078,35897443,Wh,Grid meter,20.0,False
2025-04-14T07:00:00+08:00,142812,136270779,35897443,Wh,Grid meter,20.0,False
2025-04-14T07:20:00+08:00,142812,136272266,35897443,Wh,Grid meter,20.0,False
2025-04-14T07:40:00+08:00,142812,136274201,35897443,Wh,Grid meter,20.0,False
2025-04-14T08:00:00+08:00,142812,136274347,35897457,Wh,Grid meter,20.0,False
2025-04-14T08:20:00+08:00,142812,136274452,35897488,Wh,Grid meter,20.0,False
2025-04-14T08:40:00+08:00,142812,136274536,35897596,Wh,Grid meter,20.0,False
2025-04-14T09:00:00+08:00,142812,136274554,35897625,Wh,Grid meter,20.0,False
2025-04-14T09:20:00+08:00,142812,136274593,35897699,Wh,Grid meter,20.0,False
2025-04-14T09:40:00+08:00,142812,136274634,35898063,Wh,Grid meter,20.0,False
2025-04-14T10:00:00+08:00,142812,136274677,35898498,Wh,Grid meter,20.0,False
2025-04-14T10:20:00+08:00,142812,136274951,35898875,Wh,Grid meter,20.0,False
2025-04-14T10:40:00+08:00,142812,136274988,35899919,Wh,Grid meter,20.0,False
2025-04-14T11:00:00+08:00,142812,136275115,35900267,Wh,Grid meter,20.0,False
2025-04-14T11:20:00+08:00,142812,136275138,35901477,Wh,Grid meter,20.0,False
2025-04-14T11:40:00+08:00,142812,136275153,35903022,Wh,Grid meter,20.0,False
2025-04-14T12:00:00+08:00,142812,136275189,35904713,Wh,Grid meter,20.0,False
2025-04-14T12:20:00+08:00,142812,136275242,35905730,Wh,Grid meter,20.0,False
2025-04-14T12:40:00+08:00,142812,136275400,35906524,Wh,Grid meter,20.0,False
2025-04-14T13:00:00+08:00,142812,136275446,35907125,Wh,Grid meter,20.0,False
2025-04-14T13:20:00+08:00,142812,136275461,35907557,Wh,Grid meter,20.0,False
2025-04-14T13:40:00+08:00,142812,136275470,35908249,Wh,Grid meter,20.0,False
2025-04-14T14:00:00+08:00,142812,136275493,35908888,Wh,Grid meter,20.0,False
2025-04-14T14:20:00+08:00,142812,136275670,35909139,Wh,Grid meter,20.0,False
2025-04-14T14:40:00+08:00,142812,136276045,35909165,Wh,Grid meter,20.0,False
2025-04-14T15:00:00+08:00,142812,136276525,35909262,Wh,Grid meter,20.0,False
2025-04-14T15:20:00+08:00,142812,136276670,35909380,Wh,Grid meter,20.0,False
2025-04-14T15:40:00+08:00,142812,136276721,35909443,Wh,Grid meter,20.0,False
2025-04-14T16:00:00+08:00,142812,136276880,35909511,Wh,Grid meter,20.0,False
2025-04-14T16:20:00+08:00,142812,136276956,35909596,Wh,Grid meter,20.0,False
2025-04-14T16:40:00+08:00,142812,136276995,35909673,Wh,Grid meter,20.0,False
2025-04-14T17:00:00+08:00,142812,136277265,35909718,Wh,Grid meter,20.0,False
2025-04-14T17:20:00+08:00,142812,136279000,35909718,Wh,Grid meter,20.0,False
2025-04-14T17:40:00+08:00,142812,136281861,35909718,Wh,Grid meter,20.0,False
2025-04-14T18:00:00+08:00,142812,136285099,35909718,Wh,Grid meter,20.0,False
2025-04-14T18:20:00+08:00,142812,136286838,35909718,Wh,Grid meter,20.0,False
2025-04-14T18:40:00+08:00,142812,136288551,35909718,Wh,Grid meter,20.0,False
2025-04-14T19:00:00+08:00,142812,136289454,35909722,Wh,Grid meter,20.0,False
2025-04-14T19:20:00+08:00,142812,136291088,35909725,Wh,Grid meter,20.0,False
2025-04-14T19:40:00+08:00,142812,136292537,35909726,Wh,Grid meter,20.0,False
2025-04-14T20:00:00+08:00,142812,136294978,35909726,Wh,Grid meter,20.0,False
2025-04-14T20:20:00+08:00,142812,136298585,35909726,Wh,Grid meter,20.0,False
2025-04-14T20:40:00+08:00,142812,136301285,35909726,Wh,Grid meter,20.0,False
2025-04-14T21:00:00+08:00,142812,136304045,35909726,Wh,Grid meter,20.0,False
2025-04-14T21:20:00+08:00,142812,136306554,35909726,Wh,Grid meter,20.0,False
2025-04-14T21:40:00+08:00,142812,136309586,35909726,Wh,Grid meter,20.0,False
2025-04-14T22:00:00+08:00,142812,136311261,35909726,Wh,Grid meter,20.0,False
2025-04-14T22:20:00+08:00,142812,136312559,35909726,Wh,Grid meter,20.0,False
2025-04-14T22:40:00+08:00,142812,136313556,35909726,Wh,Grid meter,20.0,False
2025-04-14T23:00:00+08:00,142812,136314400,35909726,Wh,Grid meter,20.0,False
2025-04-14T23:20:00+08:00,142812,136315297,35909726,Wh,Grid meter,20.0,False
2025-04-14T23:40:00+08:00,142812,136316040,35909726,Wh,Grid meter,20.0,False
2025-04-15T00:00:00+08:00,142812,136316935,35909726,Wh,Grid meter,20.0,False
2025-04-15T00:20:00+08:00,142812,136317681,35909726,Wh,Grid meter,20.0,False
2025-04-15T00:40:00+08:00,142812,136318535,35909726,Wh,Grid meter,20.0,False
2025-04-15T01:00:00+08:00,142812,136319575,35909726,Wh,Grid meter,20.0,False
2025-04-15T01:20:00+08:00,142812,136320703,35909726,Wh,Grid meter,20.0,False
2025-04-15T01:40:00+08:00,142812,136321348,35909726,Wh,Grid meter,20.0,False
2025-04-15T02:00:00+08:00,142812,136322034,35909726,Wh,Grid meter,20.0,False
2025-04-15T02:20:00+08:00,142812,136322626,35909726,Wh,Grid meter,20.0,False
2025-04-15T02:40:00+08:00,142812,136323201,35909726,Wh,Grid meter,20.0,False
2025-04-15T03:00:00+08:00,142812,136323825,35909726,Wh,Grid meter,20.0,False
2025-04-15T03:20:00+08:00,142812,136325169,35909726,Wh,Grid meter,20.0,False
2025-04-15T03:40:00+08:00,142812,136325984,35909726,Wh,Grid meter,20.0,False
2025-04-15T04:00:00+08:00,142812,136327244,35909726,Wh,Grid meter,20.0,False
2025-04-15T04:20:00+08:00,142812,136327843,35909726,Wh,Grid meter,20.0,False
2025-04-15T04:40:00+08:00,142812,136328393,35909726,Wh,Grid meter,20.0,False
2025-04-15T05:00:00+08:00,142812,136328933,35909726,Wh,Grid meter,20.0,False
2025-04-15T05:20:00+08:00,142812,136329630,35909726,Wh,Grid meter,20.0,False
2025-04-15T05:40:00+08:00,142812,136330657,35909726,Wh,Grid meter,20.0,False
2025-04-15T06:00:00+08:00,142812,136331850,35909726,Wh,Grid meter,20.0,False
2025-04-15T06:20:00+08:00,142812,136332928,35909726,Wh,Grid meter,20.0,False
2025-04-15T06:40:00+08:00,142812,136335244,35909726,Wh,Grid meter,20.0,False
2025-04-15T07:00:00+08:00,142812,136336579,35909726,Wh,Grid meter,20.0,False
2025-04-15T07:20:00+08:00,142812,136337004,35909726,Wh,Grid meter,20.0,False
2025-04-15T07:40:00+08:00,142812,136337173,35909726,Wh,Grid meter,20.0,False
2025-04-15T08:00:00+08:00,142812,136337189,35909745,Wh,Grid meter,20.0,False
2025-04-15T08:20:00+08:00,142812,136337191,35909764,Wh,Grid meter,20.0,False
2025-04-15T08:40:00+08:00,142812,136337213,35909811,Wh,Grid meter,20.0,False
2025-04-15T09:00:00+08:00,142812,136337228,35909828,Wh,Grid meter,20.0,False
2025-04-15T09:20:00+08:00,142812,136337283,35909879,Wh,Grid meter,20.0,False
2025-04-15T09:40:00+08:00,142812,136337362,35910033,Wh,Grid meter,20.0,False
2025-04-15T10:00:00+08:00,142812,136337397,35910173,Wh,Grid meter,20.0,False
2025-04-15T10:20:00+08:00,142812,136337406,35910587,Wh,Grid meter,20.0,False
2025-04-15T10:40:00+08:00,142812,136337424,35910749,Wh,Grid meter,20.0,False
2025-04-15T11:00:00+08:00,142812,136337437,35910841,Wh,Grid meter,20.0,False
2025-04-15T11:20:00+08:00,142812,136337450,35911725,Wh,Grid meter,20.0,False
