Timestamp,Meter,Imported (Wh),Imported Total reading (kWh),Imported (kWh)
09/04/2024 07:30,202,15665454,15665.454,0.062
09/04/2024 08:00,202,15665542,15665.542,0.088
09/04/2024 08:30,202,15665829,15665.829,0.287
09/04/2024 09:00,202,15666536,15666.536,0.707
09/04/2024 09:30,202,15666655,15666.655,0.119
09/04/2024 10:00,202,15666746,15666.746,0.091
09/04/2024 10:30,202,15666821,15666.821,0.075
09/04/2024 11:00,202,15666896,15666.896,0.075
09/04/2024 11:30,202,15666972,15666.972,0.076
09/04/2024 12:00,202,15667403,15667.403,0.431
09/04/2024 12:30,202,15667482,15667.482,0.079
09/04/2024 13:00,202,15667538,15667.538,0.056
09/04/2024 13:30,202,15667617,15667.617,0.079
09/04/2024 14:00,202,15668029,15668.029,0.412
09/04/2024 14:30,202,15668167,15668.167,0.138
09/04/2024 15:00,202,15668495,15668.495,0.328
09/04/2024 15:30,202,15668683,15668.683,0.188
09/04/2024 16:00,202,15668834,15668.834,0.151
09/04/2024 16:30,202,15668990,15668.99,0.156
09/04/2024 17:00,202,15669150,15669.15,0.16
09/04/2024 17:30,202,15669453,15669.453,0.303
09/04/2024 18:00,202,15669614,15669.614,0.161
09/04/2024 18:30,202,15669817,15669.817,0.203
09/04/2024 19:00,202,15670136,15670.136,0.319
09/04/2024 19:30,202,15670711,15670.711,0.575
09/04/2024 20:00,202,15671327,15671.327,0.616
09/04/2024 20:30,202,15671527,15671.527,0.2
09/04/2024 21:00,202,15671722,15671.722,0.195
09/04/2024 21:30,202,15672935,15672.935,1.213
09/04/2024 22:00,202,15673101,15673.101,0.166
09/04/2024 22:30,202,15673201,15673.201,0.1
09/04/2024 23:00,202,15673690,15673.69,0.489
09/04/2024 23:30,202,15673791,15673.791,0.101
10/04/2024 00:00,202,15673888,15673.888,0.097
10/04/2024 00:30,202,15673970,15673.97,0.082
10/04/2024 01:00,202,15674060,15674.06,0.09
10/04/2024 01:30,202,15674170,15674.17,0.11
10/04/2024 02:00,202,15674268,15674.268,0.098
10/04/2024 02:30,202,15674366,15674.366,0.098
10/04/2024 03:00,202,15674466,15674.466,0.1
10/04/2024 03:30,202,15674543,15674.543,0.077
10/04/2024 04:00,202,15674640,15674.64,0.097
10/04/2024 04:30,202,15674709,15674.709,0.069
10/04/2024 05:00,202,15674776,15674.776,0.067
10/04/2024 05:30,202,15674837,15674.837,0.061
10/04/2024 06:00,202,15674888,15674.888,0.051
10/04/2024 06:30,202,15674958,15674.958,0.07
10/04/2024 07:00,202,15675013,15675.013,0.055
10/04/2024 07:30,202,15675102,15675.102,0.089
10/04/2024 08:00,202,15675215,15675.215,0.113
10/04/2024 08:30,202,15675307,15675.307,0.092
10/04/2024 09:00,202,15675406,15675.406,0.099
10/04/2024 09:30,202,15675472,15675.472,0.066
10/04/2024 10:00,202,15675520,15675.52,0.048
10/04/2024 10:30,202,15676029,15676.029,0.509
10/04/2024 11:00,202,15676072,15676.072,0.043
10/04/2024 11:30,202,15676110,15676.11,0.038
10/04/2024 12:00,202,15676143,15676.143,0.033
10/04/2024 12:30,202,15676189,15676.189,0.046
10/04/2024 13:00,202,15676242,15676.242,0.053
10/04/2024 13:30,202,15676448,15676.448,0.206
10/04/2024 14:00,202,15677003,15677.003,0.555
10/04/2024 14:30,202,15677119,15677.119,0.116
10/04/2024 15:00,202,15677212,15677.212,0.093
10/04/2024 15:30,202,15677509,15677.509,0.297
10/04/2024 16:00,202,15677786,15677.786,0.277
10/04/2024 16:30,202,15678089,15678.089,0.303
10/04/2024 17:00,202,15678376,15678.376,0.287
10/04/2024 17:30,202,15678697,15678.697,0.321
10/04/2024 18:00,202,15679119,15679.119,0.422
10/04/2024 18:30,202,15679447,15679.447,0.328
10/04/2024 19:00,202,15679789,15679.789,0.342
10/04/2024 19:30,202,15680557,15680.557,0.768
10/04/2024 20:00,202,15680773,15680.773,0.216
10/04/2024 20:30,202,15680996,15680.996,0.223
10/04/2024 21:00,202,15681198,15681.198,0.202
10/04/2024 21:30,202,15681982,15681.982,0.784
10/04/2024 22:00,202,15682969,15682.969,0.987
10/04/2024 22:30,202,15683047,15683.047,0.078
10/04/2024 23:00,202,15683146,15683.146,0.099
10/04/2024 23:30,202,15683240,15683.24,0.094
11/04/2024 00:00,202,15683328,15683.328,0.088
11/04/2024 00:30,202,15683432,15683.432,0.104
11/04/2024 01:00,202,15683523,15683.523,0.091
11/04/2024 01:30,202,15683615,15683.615,0.092
11/04/2024 02:00,202,15683705,15683.705,0.09
11/04/2024 02:30,202,15683796,15683.796,0.091
11/04/2024 03:00,202,15683865,15683.865,0.069
11/04/2024 03:30,202,15683956,15683.956,0.091
11/04/2024 04:00,202,15684025,15684.025,0.069
11/04/2024 04:30,202,15684116,15684.116,0.091
11/04/2024 05:00,202,15684184,15684.184,0.068
11/04/2024 05:30,202,15684273,15684.273,0.089
11/04/2024 06:00,202,15684342,15684.342,0.069
11/04/2024 06:30,202,15684421,15684.421,0.079
11/04/2024 07:00,202,15684499,15684.499,0.078
11/04/2024 07:30,202,15684565,15684.565,0.066
11/04/2024 08:00,202,15684655,15684.655,0.09
11/04/2024 08:30,202,15685274,15685.274,0.619
11/04/2024 09:00,202,15685704,15685.704,0.43
11/04/2024 09:30,202,15685827,15685.827,0.123
11/04/2024 10:00,202,15685932,15685.932,0.105
11/04/2024 10:30,202,15686007,15686.007,0.075
11/04/2024 11:00,202,15686077,15686.077,0.07
11/04/2024 11:30,202,15686478,15686.478,0.401
11/04/2024 12:00,202,15687488,15687.488,1.01
11/04/2024 12:30,202,15688065,15688.065,0.577
11/04/2024 13:00,202,15688258,15688.258,0.193
11/04/2024 13:30,202,15688417,15688.417,0.159
11/04/2024 14:00,202,15688570,15688.57,0.153
11/04/2024 14:30,202,15688704,15688.704,0.134
11/04/2024 15:00,202,15688865,15688.865,0.161
11/04/2024 15:30,202,15689009,15689.009,0.144
11/04/2024 16:00,202,15689169,15689.169,0.16
11/04/2024 16:30,202,15689830,15689.83,0.661
11/04/2024 17:00,202,15690128,15690.128,0.298
11/04/2024 17:30,202,15690307,15690.307,0.179
11/04/2024 18:00,202,15690466,15690.466,0.159
11/04/2024 18:30,202,15690616,15690.616,0.15
11/04/2024 19:00,202,15691048,15691.048,0.432
11/04/2024 19:30,202,15691749,15691.749,0.701
11/04/2024 20:00,202,15692965,15692.965,1.216
11/04/2024 20:30,202,15693524,15693.524,0.559
11/04/2024 21:00,202,15694646,15694.646,1.122
11/04/2024 21:30,202,15695308,15695.308,0.662
11/04/2024 22:00,202,15695797,15695.797,0.489
11/04/2024 22:30,202,15695890,15695.89,0.093
11/04/2024 23:00,202,15695983,15695.983,0.093
11/04/2024 23:30,202,15696054,15696.054,0.071
12/04/2024 00:00,202,15696138,15696.138,0.084
12/04/2024 00:30,202,15696201,15696.201,0.063
12/04/2024 01:00,202,15696282,15696.282,0.081
12/04/2024 01:30,202,15696339,15696.339,0.057
12/04/2024 02:00,202,15696412,15696.412,0.073
12/04/2024 02:30,202,15696469,15696.469,0.057
12/04/2024 03:00,202,15696527,15696.527,0.058
12/04/2024 03:30,202,15696597,15696.597,0.07
12/04/2024 04:00,202,15696651,15696.651,0.054
12/04/2024 04:30,202,15696732,15696.732,0.081
12/04/2024 05:00,202,15696813,15696.813,0.081
12/04/2024 05:30,202,15696890,15696.89,0.077
12/04/2024 06:00,202,15696960,15696.96,0.07
12/04/2024 06:30,202,15697013,15697.013,0.053
12/04/2024 07:00,202,15697072,15697.072,0.059
12/04/2024 07:30,202,15697148,15697.148,0.076
12/04/2024 08:00,202,15697686,15697.686,0.538
12/04/2024 08:30,202,15697733,15697.733,0.047
12/04/2024 09:00,202,15697766,15697.766,0.033
12/04/2024 09:30,202,15697796,15697.796,0.03
12/04/2024 10:00,202,15697844,15697.844,0.048
12/04/2024 10:30,202,15697872,15697.872,0.028
12/04/2024 11:00,202,15697904,15697.904,0.032
12/04/2024 11:30,202,15697949,15697.949,0.045
12/04/2024 12:00,202,15697976,15697.976,0.027
12/04/2024 12:30,202,15698010,15698.01,0.034
12/04/2024 13:00,202,15698053,15698.053,0.043
12/04/2024 13:30,202,15698115,15698.115,0.062
12/04/2024 14:00,202,15698167,15698.167,0.052
12/04/2024 14:30,202,15698241,15698.241,0.074
12/04/2024 15:00,202,15698333,15698.333,0.092
12/04/2024 15:30,202,15698593,15698.593,0.26
12/04/2024 16:00,202,15698747,15698.747,0.154
12/04/2024 16:30,202,15698878,15698.878,0.131
12/04/2024 17:00,202,15699047,15699.047,0.169
12/04/2024 17:30,202,15699277,15699.277,0.23
12/04/2024 18:00,202,15699728,15699.728,0.451
12/04/2024 18:30,202,15700450,15700.45,0.722
12/04/2024 19:00,202,15700686,15700.686,0.236
12/04/2024 19:30,202,15700939,15700.939,0.253
12/04/2024 20:00,202,15701566,15701.566,0.627
12/04/2024 20:30,202,15701799,15701.799,0.233
12/04/2024 21:00,202,15702031,15702.031,0.232
12/04/2024 21:30,202,15703308,15703.308,1.277
12/04/2024 22:00,202,15703611,15703.611,0.303
12/04/2024 22:30,202,15703692,15703.692,0.081
12/04/2024 23:00,202,15703774,15703.774,0.082
12/04/2024 23:30,202,15703852,15703.852,0.078
13/04/2024 00:00,202,15703915,15703.915,0.063
13/04/2024 00:30,202,15703984,15703.984,0.069
13/04/2024 01:00,202,15704043,15704.043,0.059
13/04/2024 01:30,202,15704112,15704.112,0.069
13/04/2024 02:00,202,15704166,15704.166,0.054
13/04/2024 02:30,202,15704237,15704.237,0.071
13/04/2024 03:00,202,15704292,15704.292,0.055
13/04/2024 03:30,202,15704347,15704.347,0.055
13/04/2024 04:00,202,15704418,15704.418,0.071
13/04/2024 04:30,202,15704470,15704.47,0.052
13/04/2024 05:00,202,15704524,15704.524,0.054
13/04/2024 05:30,202,15705062,15705.062,0.538
13/04/2024 06:00,202,15705113,15705.113,0.051
13/04/2024 06:30,202,15705164,15705.164,0.051
13/04/2024 07:00,202,15705230,15705.23,0.066
13/04/2024 07:30,202,15705297,15705.297,0.067
13/04/2024 08:00,202,15705386,15705.386,0.089
13/04/2024 08:30,202,15705470,15705.47,0.084
13/04/2024 09:00,202,15705513,15705.513,0.043
13/04/2024 09:30,202,15705570,15705.57,0.057
13/04/2024 10:00,202,15705634,15705.634,0.064
13/04/2024 10:30,202,15705685,15705.685,0.051
13/04/2024 11:00,202,15705736,15705.736,0.051
13/04/2024 11:30,202,15705766,15705.766,0.03
13/04/2024 12:00,202,15705806,15705.806,0.04
13/04/2024 12:30,202,15705844,15705.844,0.038
13/04/2024 13:00,202,15705872,15705.872,0.028
13/04/2024 13:30,202,15705914,15705.914,0.042
13/04/2024 14:00,202,15705996,15705.996,0.082
13/04/2024 14:30,202,15706572,15706.572,0.576
13/04/2024 15:00,202,15706699,15706.699,0.127
13/04/2024 15:30,202,15706804,15706.804,0.105
13/04/2024 16:00,202,15706914,15706.914,0.11
13/04/2024 16:30,202,15707055,15707.055,0.141
13/04/2024 17:00,202,15707396,15707.396,0.341
13/04/2024 17:30,202,15707754,15707.754,0.358
13/04/2024 18:00,202,15707928,15707.928,0.174
13/04/2024 18:30,202,15708204,15708.204,0.276
13/04/2024 19:00,202,15708807,15708.807,0.603
13/04/2024 19:30,202,15709067,15709.067,0.26
13/04/2024 20:00,202,15709757,15709.757,0.69
13/04/2024 20:30,202,15709991,15709.991,0.234
13/04/2024 21:00,202,15710880,15710.88,0.889
13/04/2024 21:30,202,15710957,15710.957,0.077
13/04/2024 22:00,202,15711032,15711.032,0.075
13/04/2024 22:30,202,15711097,15711.097,0.065
13/04/2024 23:00,202,15711175,15711.175,0.078
13/04/2024 23:30,202,15711234,15711.234,0.059
14/04/2024 00:00,202,15711306,15711.306,0.072
14/04/2024 00:30,202,15711365,15711.365,0.059
14/04/2024 01:00,202,15711452,15711.452,0.087
14/04/2024 01:30,202,15711527,15711.527,0.075
14/04/2024 02:00,202,15711604,15711.604,0.077
14/04/2024 02:30,202,15711679,15711.679,0.075
14/04/2024 03:00,202,15711734,15711.734,0.055
14/04/2024 03:30,202,15711801,15711.801,0.067
14/04/2024 04:00,202,15711865,15711.865,0.064
14/04/2024 04:30,202,15711922,15711.922,0.057
14/04/2024 05:00,202,15711995,15711.995,0.073
14/04/2024 05:30,202,15712448,15712.448,0.453
14/04/2024 06:00,202,15712503,15712.503,0.055
14/04/2024 06:30,202,15712573,15712.573,0.07
14/04/2024 07:00,202,15712625,15712.625,0.052
14/04/2024 07:30,202,15712681,15712.681,0.056
14/04/2024 08:00,202,15712749,15712.749,0.068
14/04/2024 08:30,202,15712800,15712.8,0.051
14/04/2024 09:00,202,15713038,15713.038,0.238
14/04/2024 09:30,202,15713140,15713.14,0.102
14/04/2024 10:00,202,15713680,15713.68,0.54
14/04/2024 10:30,202,15713736,15713.736,0.056
14/04/2024 11:00,202,15713787,15713.787,0.051
14/04/2024 11:30,202,15713831,15713.831,0.044
14/04/2024 12:00,202,15713889,15713.889,0.058
14/04/2024 12:30,202,15713935,15713.935,0.046
14/04/2024 13:00,202,15713988,15713.988,0.053
14/04/2024 13:30,202,15714090,15714.09,0.102
14/04/2024 14:00,202,15714208,15714.208,0.118
14/04/2024 14:30,202,15714351,15714.351,0.143
14/04/2024 15:00,202,15714472,15714.472,0.121
14/04/2024 15:30,202,15715060,15715.06,0.588
14/04/2024 16:00,202,15715236,15715.236,0.176
14/04/2024 16:30,202,15715390,15715.39,0.154
14/04/2024 17:00,202,15715565,15715.565,0.175
14/04/2024 17:30,202,15715761,15715.761,0.196
14/04/2024 18:00,202,15715943,15715.943,0.182
14/04/2024 18:30,202,15716116,15716.116,0.173
14/04/2024 19:00,202,15716268,15716.268,0.152
14/04/2024 19:30,202,15716943,15716.943,0.675
14/04/2024 20:00,202,15717426,15717.426,0.483
14/04/2024 20:30,202,15718467,15718.467,1.041
14/04/2024 21:00,202,15719364,15719.364,0.897
14/04/2024 21:30,202,15719582,15719.582,0.218
14/04/2024 22:00,202,15719760,15719.76,0.178
14/04/2024 22:30,202,15719846,15719.846,0.086
14/04/2024 23:00,202,15719933,15719.933,0.087
14/04/2024 23:30,202,15720018,15720.018,0.085
15/04/2024 00:00,202,15720083,15720.083,0.065
15/04/2024 00:30,202,15720160,15720.16,0.077
15/04/2024 01:00,202,15720236,15720.236,0.076
15/04/2024 01:30,202,15720304,15720.304,0.068
15/04/2024 02:00,202,15720372,15720.372,0.068
15/04/2024 02:30,202,15720447,15720.447,0.075
15/04/2024 03:00,202,15720508,15720.508,0.061
15/04/2024 03:30,202,15720580,15720.58,0.072
15/04/2024 04:00,202,15720642,15720.642,0.062
15/04/2024 04:30,202,15720730,15720.73,0.088
15/04/2024 05:00,202,15720812,15720.812,0.082
15/04/2024 05:30,202,15720977,15720.977,0.165
15/04/2024 06:00,202,15721412,15721.412,0.435
15/04/2024 06:30,202,15721468,15721.468,0.056
15/04/2024 07:00,202,15721544,15721.544,0.076
15/04/2024 07:30,202,15721594,15721.594,0.05
15/04/2024 08:00,202,15721690,15721.69,0.096
15/04/2024 08:30,202,15721866,15721.866,0.176
15/04/2024 09:00,202,15722849,15722.849,0.983
15/04/2024 09:30,202,15723077,15723.077,0.228
15/04/2024 10:00,202,15723287,15723.287,0.21
15/04/2024 10:30,202,15723826,15723.826,0.539
15/04/2024 11:00,202,15723994,15723.994,0.168
15/04/2024 11:30,202,15724168,15724.168,0.174
15/04/2024 12:00,202,15724327,15724.327,0.159
15/04/2024 12:30,202,15724524,15724.524,0.197
15/04/2024 13:00,202,15724707,15724.707,0.183
15/04/2024 13:30,202,15724947,15724.947,0.24
15/04/2024 14:00,202,15725037,15725.037,0.09
15/04/2024 14:30,202,15725121,15725.121,0.084
15/04/2024 15:00,202,15725202,15725.202,0.081
15/04/2024 15:30,202,15725294,15725.294,0.092
15/04/2024 16:00,202,15725370,15725.37,0.076
15/04/2024 16:30,202,15725474,15725.474,0.104
15/04/2024 17:00,202,15725635,15725.635,0.161
15/04/2024 17:30,202,15725782,15725.782,0.147
15/04/2024 18:00,202,15725933,15725.933,0.151
15/04/2024 18:30,202,15726068,15726.068,0.135
15/04/2024 19:00,202,15726248,15726.248,0.18
15/04/2024 19:30,202,15726425,15726.425,0.177
15/04/2024 20:00,202,15726741,15726.741,0.316
15/04/2024 20:30,202,15728044,15728.044,1.303
15/04/2024 21:00,202,15728849,15728.849,0.805
15/04/2024 21:30,202,15729368,15729.368,0.519
15/04/2024 22:00,202,15730543,15730.543,1.175
15/04/2024 22:30,202,15730632,15730.632,0.089
15/04/2024 23:00,202,15730727,15730.727,0.095
15/04/2024 23:30,202,15731215,15731.215,0.488
16/04/2024 00:00,202,15731285,15731.285,0.07
16/04/2024 00:30,202,15731351,15731.351,0.066
16/04/2024 01:00,202,15731415,15731.415,0.064
16/04/2024 01:30,202,15731472,15731.472,0.057
16/04/2024 02:00,202,15731543,15731.543,0.071
16/04/2024 02:30,202,15731597,15731.597,0.054
16/04/2024 03:00,202,15731671,15731.671,0.074
16/04/2024 03:30,202,15731726,15731.726,0.055
16/04/2024 04:00,202,15731787,15731.787,0.061
16/04/2024 04:30,202,15731853,15731.853,0.066
16/04/2024 05:00,202,15731905,15731.905,0.052
16/04/2024 05:30,202,15731976,15731.976,0.071
16/04/2024 06:00,202,15732030,15732.03,0.054
16/04/2024 06:30,202,15732085,15732.085,0.055
16/04/2024 07:00,202,15732153,15732.153,0.068
16/04/2024 07:30,202,15732203,15732.203,0.05
16/04/2024 08:00,202,15732300,15732.3,0.097
16/04/2024 08:30,202,15732596,15732.596,0.296
16/04/2024 09:00,202,15733297,15733.297,0.701
16/04/2024 09:30,202,15733484,15733.484,0.187
16/04/2024 10:00,202,15733710,15733.71,0.226
16/04/2024 10:30,202,15734380,15734.38,0.67
16/04/2024 11:00,202,15735068,15735.068,0.688
16/04/2024 11:30,202,15735271,15735.271,0.203
16/04/2024 12:00,202,15735396,15735.396,0.125
16/04/2024 12:30,202,15735523,15735.523,0.127
16/04/2024 13:00,202,15735650,15735.65,0.127
16/04/2024 13:30,202,15735770,15735.77,0.12
16/04/2024 14:00,202,15735898,15735.898,0.128
16/04/2024 14:30,202,15736025,15736.025,0.127
16/04/2024 15:00,202,15736175,15736.175,0.15
16/04/2024 15:30,202,15736438,15736.438,0.263
16/04/2024 16:00,202,15736757,15736.757,0.319
16/04/2024 16:30,202,15737137,15737.137,0.38
16/04/2024 17:00,202,15737528,15737.528,0.391
16/04/2024 17:30,202,15737923,15737.923,0.395
16/04/2024 18:00,202,15738309,15738.309,0.386
16/04/2024 18:30,202,15739470,15739.47,1.161
16/04/2024 19:00,202,15739861,15739.861,0.391
16/04/2024 19:30,202,15740217,15740.217,0.356
16/04/2024 20:00,202,15740500,15740.5,0.283
16/04/2024 20:30,202,15740733,15740.733,0.233
16/04/2024 21:00,202,15741316,15741.316,0.583
16/04/2024 21:30,202,15742121,15742.121,0.805
16/04/2024 22:00,202,15742204,15742.204,0.083
16/04/2024 22:30,202,15742286,15742.286,0.082
16/04/2024 23:00,202,15742381,15742.381,0.095
16/04/2024 23:30,202,15742463,15742.463,0.082
17/04/2024 00:00,202,15742540,15742.54,0.077
17/04/2024 00:30,202,15742616,15742.616,0.076
17/04/2024 01:00,202,15742691,15742.691,0.075
17/04/2024 01:30,202,15742766,15742.766,0.075
17/04/2024 02:00,202,15742837,15742.837,0.071
17/04/2024 02:30,202,15742909,15742.909,0.072
17/04/2024 03:00,202,15742984,15742.984,0.075
17/04/2024 03:30,202,15743059,15743.059,0.075
17/04/2024 04:00,202,15743134,15743.134,0.075
17/04/2024 04:30,202,15743209,15743.209,0.075
17/04/2024 05:00,202,15743285,15743.285,0.076
17/04/2024 05:30,202,15743373,15743.373,0.088
17/04/2024 06:00,202,15743868,15743.868,0.495
17/04/2024 06:30,202,15743941,15743.941,0.073
17/04/2024 07:00,202,15744014,15744.014,0.073
17/04/2024 07:30,202,15744089,15744.089,0.075
17/04/2024 08:00,202,15744191,15744.191,0.102
17/04/2024 08:30,202,15744291,15744.291,0.1
17/04/2024 09:00,202,15744390,15744.39,0.099
17/04/2024 09:30,202,15744471,15744.471,0.081
17/04/2024 10:00,202,15744505,15744.505,0.034
17/04/2024 10:30,202,15744549,15744.549,0.044
17/04/2024 11:00,202,15744587,15744.587,0.038
17/04/2024 11:30,202,15744623,15744.623,0.036
17/04/2024 12:00,202,15744668,15744.668,0.045
17/04/2024 12:30,202,15744698,15744.698,0.03
17/04/2024 13:00,202,15744749,15744.749,0.051
17/04/2024 13:30,202,15744778,15744.778,0.029
17/04/2024 14:00,202,15744933,15744.933,0.155
17/04/2024 14:30,202,15745035,15745.035,0.102
17/04/2024 15:00,202,15745156,15745.156,0.121
17/04/2024 15:30,202,15745277,15745.277,0.121
17/04/2024 16:00,202,15745458,15745.458,0.181
17/04/2024 16:30,202,15745630,15745.63,0.172
17/04/2024 17:00,202,15745794,15745.794,0.164
17/04/2024 17:30,202,15745958,15745.958,0.164
17/04/2024 18:00,202,15746113,15746.113,0.155
17/04/2024 18:30,202,15747595,15747.595,1.482
17/04/2024 19:00,202,15748820,15748.82,1.225
17/04/2024 19:30,202,15749732,15749.732,0.912
17/04/2024 20:00,202,15749886,15749.886,0.154
17/04/2024 20:30,202,15750183,15750.183,0.297
17/04/2024 21:00,202,15750379,15750.379,0.196
17/04/2024 21:30,202,15750645,15750.645,0.266
17/04/2024 22:00,202,15750971,15750.971,0.326
17/04/2024 22:30,202,15751056,15751.056,0.085
17/04/2024 23:00,202,15751140,15751.14,0.084
17/04/2024 23:30,202,15751222,15751.222,0.082
18/04/2024 00:00,202,15751301,15751.301,0.079
18/04/2024 00:30,202,15751370,15751.37,0.069
18/04/2024 01:00,202,15751446,15751.446,0.076
18/04/2024 01:30,202,15751521,15751.521,0.075
18/04/2024 02:00,202,15751594,15751.594,0.073
18/04/2024 02:30,202,15751670,15751.67,0.076
18/04/2024 03:00,202,15751747,15751.747,0.077
18/04/2024 03:30,202,15751804,15751.804,0.057
18/04/2024 04:00,202,15751880,15751.88,0.076
18/04/2024 04:30,202,15751954,15751.954,0.074
18/04/2024 05:00,202,15752014,15752.014,0.06
18/04/2024 05:30,202,15752084,15752.084,0.07
18/04/2024 06:00,202,15752160,15752.16,0.076
18/04/2024 06:30,202,15752213,15752.213,0.053
18/04/2024 07:00,202,15752287,15752.287,0.074
18/04/2024 07:30,202,15752335,15752.335,0.048
18/04/2024 08:00,202,15752405,15752.405,0.07
18/04/2024 08:30,202,15752464,15752.464,0.059
18/04/2024 09:00,202,15752564,15752.564,0.1
18/04/2024 09:30,202,15752657,15752.657,0.093
18/04/2024 10:00,202,15753510,15753.51,0.853
18/04/2024 10:30,202,15753748,15753.748,0.238
18/04/2024 11:00,202,15753927,15753.927,0.179
18/04/2024 11:30,202,15755515,15755.515,1.588
18/04/2024 12:00,202,15756438,15756.438,0.923
18/04/2024 12:30,202,15756669,15756.669,0.231
18/04/2024 13:00,202,15757288,15757.288,0.619
18/04/2024 13:30,202,15757473,15757.473,0.185
18/04/2024 14:00,202,15757651,15757.651,0.178
18/04/2024 14:30,202,15757929,15757.929,0.278
18/04/2024 15:00,202,15758191,15758.191,0.262
18/04/2024 15:30,202,15758471,15758.471,0.28
18/04/2024 16:00,202,15758729,15758.729,0.258
18/04/2024 16:30,202,15758968,15758.968,0.239
18/04/2024 17:00,202,15759205,15759.205,0.237
18/04/2024 17:30,202,15760019,15760.019,0.814
18/04/2024 18:00,202,15760618,15760.618,0.599
18/04/2024 18:30,202,15760785,15760.785,0.167
18/04/2024 19:00,202,15760938,15760.938,0.153
18/04/2024 19:30,202,15761428,15761.428,0.49
18/04/2024 20:00,202,15762127,15762.127,0.699
18/04/2024 20:30,202,15762361,15762.361,0.234
18/04/2024 21:00,202,15762991,15762.991,0.63
18/04/2024 21:30,202,15763628,15763.628,0.637
18/04/2024 22:00,202,15763702,15763.702,0.074
18/04/2024 22:30,202,15763780,15763.78,0.078
18/04/2024 23:00,202,15763857,15763.857,0.077
18/04/2024 23:30,202,15763931,15763.931,0.074
19/04/2024 00:00,202,15764006,15764.006,0.075
19/04/2024 00:30,202,15764079,15764.079,0.073
19/04/2024 01:00,202,15764166,15764.166,0.087
19/04/2024 01:30,202,15764237,15764.237,0.071
19/04/2024 02:00,202,15764314,15764.314,0.077
19/04/2024 02:30,202,15764389,15764.389,0.075
19/04/2024 03:00,202,15764462,15764.462,0.073
19/04/2024 03:30,202,15764534,15764.534,0.072
19/04/2024 04:00,202,15764607,15764.607,0.073
19/04/2024 04:30,202,15764664,15764.664,0.057
19/04/2024 05:00,202,15764737,15764.737,0.073
19/04/2024 05:30,202,15764815,15764.815,0.078
19/04/2024 06:00,202,15764876,15764.876,0.061
19/04/2024 06:30,202,15764939,15764.939,0.063
19/04/2024 07:00,202,15765007,15765.007,0.068
19/04/2024 07:30,202,15765082,15765.082,0.075
19/04/2024 08:00,202,15765592,15765.592,0.51
19/04/2024 08:30,202,15765674,15765.674,0.082
19/04/2024 09:00,202,15765725,15765.725,0.051
19/04/2024 09:30,202,15765794,15765.794,0.069
19/04/2024 10:00,202,15765903,15765.903,0.109
19/04/2024 10:30,202,15766366,15766.366,0.463
19/04/2024 11:00,202,15766418,15766.418,0.052
19/04/2024 11:30,202,15766456,15766.456,0.038
19/04/2024 12:00,202,15766499,15766.499,0.043
19/04/2024 12:30,202,15766540,15766.54,0.041
19/04/2024 13:00,202,15766579,15766.579,0.039
19/04/2024 13:30,202,15766618,15766.618,0.039
19/04/2024 14:00,202,15766658,15766.658,0.04
19/04/2024 14:30,202,15766735,15766.735,0.077
19/04/2024 15:00,202,15766857,15766.857,0.122
19/04/2024 15:30,202,15767153,15767.153,0.296
19/04/2024 16:00,202,15768294,15768.294,1.141
19/04/2024 16:30,202,15769033,15769.033,0.739
19/04/2024 17:00,202,15769743,15769.743,0.71
19/04/2024 17:30,202,15770179,15770.179,0.436
19/04/2024 18:00,202,15770362,15770.362,0.183
19/04/2024 18:30,202,15770864,15770.864,0.502
19/04/2024 19:00,202,15771599,15771.599,0.735
19/04/2024 19:30,202,15772716,15772.716,1.117
19/04/2024 20:00,202,15772970,15772.97,0.254
19/04/2024 20:30,202,15773194,15773.194,0.224
19/04/2024 21:00,202,15773384,15773.384,0.19
19/04/2024 21:30,202,15774481,15774.481,1.097
19/04/2024 22:00,202,15774918,15774.918,0.437
19/04/2024 22:30,202,15774997,15774.997,0.079
19/04/2024 23:00,202,15775052,15775.052,0.055
19/04/2024 23:30,202,15775126,15775.126,0.074
20/04/2024 00:00,202,15775216,15775.216,0.09
20/04/2024 00:30,202,15775291,15775.291,0.075
20/04/2024 01:00,202,15775364,15775.364,0.073
20/04/2024 01:30,202,15775435,15775.435,0.071
20/04/2024 02:00,202,15775489,15775.489,0.054
20/04/2024 02:30,202,15775559,15775.559,0.07
20/04/2024 03:00,202,15775613,15775.613,0.054
20/04/2024 03:30,202,15775676,15775.676,0.063
20/04/2024 04:00,202,15775736,15775.736,0.06
20/04/2024 04:30,202,15775790,15775.79,0.054
20/04/2024 05:00,202,15775859,15775.859,0.069
20/04/2024 05:30,202,15775909,15775.909,0.05
20/04/2024 06:00,202,15775976,15775.976,0.067
20/04/2024 06:30,202,15776025,15776.025,0.049
20/04/2024 07:00,202,15776079,15776.079,0.054
20/04/2024 07:30,202,15776173,15776.173,0.094
20/04/2024 08:00,202,15776560,15776.56,0.387
20/04/2024 08:30,202,15776892,15776.892,0.332
20/04/2024 09:00,202,15776943,15776.943,0.051
20/04/2024 09:30,202,15777006,15777.006,0.063
20/04/2024 10:00,202,15777060,15777.06,0.054
20/04/2024 10:30,202,15777112,15777.112,0.052
20/04/2024 11:00,202,15777145,15777.145,0.033
