Start,kWh_E,kVAr,kVA,kWh_B,Nett_Export_MHSP
"01-Mar-2025 00:00:00",612.800,59.800,615.711,0.000,-612.800
"01-Mar-2025 00:30:00",607.600,62.600,610.816,0.000,-607.600
"01-Mar-2025 01:00:00",557.200,69.000,561.456,0.000,-557.200
"01-Mar-2025 01:30:00",587.000,71.000,591.278,0.000,-587.000
"01-Mar-2025 02:00:00",604.200,60.600,607.231,0.000,-604.200
"01-Mar-2025 02:30:00",532.000,83.600,538.529,0.000,-532.000
"01-Mar-2025 03:00:00",552.400,93.000,560.174,0.000,-552.400
"01-Mar-2025 03:30:00",571.800,72.600,576.390,0.000,-571.800
"01-Mar-2025 04:00:00",535.200,70.600,539.836,0.000,-535.200
"01-Mar-2025 04:30:00",540.400,92.600,548.276,0.000,-540.400
"01-Mar-2025 05:00:00",559.400,92.600,567.012,0.000,-559.400
"01-Mar-2025 05:30:00",625.600,100.400,633.605,0.000,-625.600
"01-Mar-2025 06:00:00",610.000,107.600,619.417,0.000,-610.000
"01-Mar-2025 06:30:00",644.800,110.600,654.217,0.000,-644.800
"01-Mar-2025 07:00:00",781.600,93.000,787.113,0.000,-781.600
"01-Mar-2025 07:30:00",756.600,85.400,761.404,0.000,-756.600
"01-Mar-2025 08:00:00",765.000,93.000,770.632,0.000,-765.000
"01-Mar-2025 08:30:00",785.400,94.400,791.053,0.000,-785.400
"01-Mar-2025 09:00:00",789.800,92.800,795.233,0.000,-789.800
"01-Mar-2025 09:30:00",810.600,96.000,816.265,0.000,-810.600
"01-Mar-2025 10:00:00",841.600,103.600,847.953,0.000,-841.600
"01-Mar-2025 10:30:00",852.800,103.200,859.022,0.000,-852.800
"01-Mar-2025 11:00:00",867.600,109.000,874.420,0.000,-867.600
"01-Mar-2025 11:30:00",888.800,109.200,895.483,0.000,-888.800
"01-Mar-2025 12:00:00",864.600,107.800,871.294,0.000,-864.600
"01-Mar-2025 12:30:00",876.000,109.600,882.830,0.000,-876.000
"01-Mar-2025 13:00:00",913.200,121.200,921.208,0.000,-913.200
"01-Mar-2025 13:30:00",894.600,111.200,901.485,0.000,-894.600
"01-Mar-2025 14:00:00",870.600,112.000,877.775,0.000,-870.600
"01-Mar-2025 14:30:00",857.000,108.600,863.854,0.000,-857.000
"01-Mar-2025 15:00:00",860.800,110.600,867.876,0.000,-860.800
"01-Mar-2025 15:30:00",853.600,104.400,859.961,0.000,-853.600
"01-Mar-2025 16:00:00",843.000,106.000,849.638,0.000,-843.000
"01-Mar-2025 16:30:00",822.600,101.400,828.826,0.000,-822.600
"01-Mar-2025 17:00:00",832.400,104.200,838.897,0.000,-832.400
"01-Mar-2025 17:30:00",834.200,101.400,840.340,0.000,-834.200
"01-Mar-2025 18:00:00",813.600,99.600,819.674,0.000,-813.600
"01-Mar-2025 18:30:00",788.800,93.400,794.310,0.000,-788.800
"01-Mar-2025 19:00:00",787.600,93.600,793.142,0.000,-787.600
"01-Mar-2025 19:30:00",752.800,85.000,757.584,0.000,-752.800
"01-Mar-2025 20:00:00",715.000,83.000,719.801,0.000,-715.000
"01-Mar-2025 20:30:00",713.600,85.000,718.645,0.000,-713.600
"01-Mar-2025 21:00:00",695.600,78.800,700.049,0.000,-695.600
"01-Mar-2025 21:30:00",666.800,74.000,670.894,0.000,-666.800
"01-Mar-2025 22:00:00",659.600,70.800,663.389,0.000,-659.600
"01-Mar-2025 22:30:00",650.800,69.400,654.490,0.000,-650.800
"01-Mar-2025 23:00:00",641.800,67.400,645.329,0.000,-641.800
"01-Mar-2025 23:30:00",633.400,67.000,636.934,0.000,-633.400
"02-Mar-2025 00:00:00",611.200,67.800,614.949,0.000,-611.200
"02-Mar-2025 00:30:00",595.200,62.000,598.420,0.000,-595.200
"02-Mar-2025 01:00:00",536.400,78.600,542.128,0.000,-536.400
"02-Mar-2025 01:30:00",549.000,93.000,556.821,0.000,-549.000
"02-Mar-2025 02:00:00",558.800,98.200,567.363,0.000,-558.800
"02-Mar-2025 02:30:00",560.600,98.600,569.205,0.000,-560.600
"02-Mar-2025 03:00:00",577.400,76.800,582.485,0.000,-577.400
"02-Mar-2025 03:30:00",592.400,65.200,595.977,0.000,-592.400
"02-Mar-2025 04:00:00",539.400,90.000,546.857,0.000,-539.400
"02-Mar-2025 04:30:00",616.600,69.600,620.516,0.000,-616.600
"02-Mar-2025 05:00:00",575.800,84.800,582.011,0.000,-575.800
