Start,kWh_E,kVAr,kVA,kWh_B,Nett_Export_MHSP
"01-Mar-2025 00:00:00",571.000,251.000,623.732,0.000,-571.000
"01-Mar-2025 00:30:00",560.000,244.000,610.849,0.000,-560.000
"01-Mar-2025 01:00:00",555.000,237.000,603.485,0.000,-555.000
"01-Mar-2025 01:30:00",548.000,238.000,597.451,0.000,-548.000
"01-Mar-2025 02:00:00",547.000,238.000,596.534,0.000,-547.000
"01-Mar-2025 02:30:00",558.000,242.000,608.217,0.000,-558.000
"01-Mar-2025 03:00:00",543.000,241.000,594.079,0.000,-543.000
"01-Mar-2025 03:30:00",540.000,241.000,591.338,0.000,-540.000
"01-Mar-2025 04:00:00",543.000,241.000,594.079,0.000,-543.000
"01-Mar-2025 04:30:00",546.000,244.000,598.040,0.000,-546.000
"01-Mar-2025 05:00:00",581.000,251.000,632.900,0.000,-581.000
"01-Mar-2025 05:30:00",638.000,259.000,688.567,0.000,-638.000
"01-Mar-2025 06:00:00",650.000,265.000,701.944,0.000,-650.000
"01-Mar-2025 06:30:00",654.000,273.000,708.692,0.000,-654.000
"01-Mar-2025 07:00:00",658.000,272.000,712.003,0.000,-658.000
"01-Mar-2025 07:30:00",698.000,275.000,750.219,0.000,-698.000
"01-Mar-2025 08:00:00",692.000,278.000,745.753,0.000,-692.000
"01-Mar-2025 08:30:00",715.000,283.000,768.969,0.000,-715.000
"01-Mar-2025 09:00:00",648.000,257.000,697.103,0.000,-648.000
"01-Mar-2025 09:30:00",667.000,240.000,708.865,0.000,-667.000
"01-Mar-2025 10:00:00",635.000,239.000,678.488,0.000,-635.000
"01-Mar-2025 10:30:00",638.000,238.000,680.946,0.000,-638.000
"01-Mar-2025 11:00:00",625.000,234.000,667.369,0.000,-625.000
"01-Mar-2025 11:30:00",631.000,232.000,672.298,0.000,-631.000
"01-Mar-2025 12:00:00",615.000,233.000,657.658,0.000,-615.000
"01-Mar-2025 12:30:00",635.000,234.000,676.743,0.000,-635.000
"01-Mar-2025 13:00:00",627.000,234.000,669.242,0.000,-627.000
"01-Mar-2025 13:30:00",615.000,225.000,654.866,0.000,-615.000
"01-Mar-2025 14:00:00",597.000,225.000,637.992,0.000,-597.000
"01-Mar-2025 14:30:00",600.000,222.000,639.753,0.000,-600.000
"01-Mar-2025 15:00:00",608.000,235.000,651.835,0.000,-608.000
"01-Mar-2025 15:30:00",699.000,284.000,754.491,0.000,-699.000
"01-Mar-2025 16:00:00",703.000,279.000,756.340,0.000,-703.000
"01-Mar-2025 16:30:00",691.000,280.000,745.574,0.000,-691.000
"01-Mar-2025 17:00:00",678.000,282.000,734.308,0.000,-678.000
"01-Mar-2025 17:30:00",675.000,278.000,730.006,0.000,-675.000
"01-Mar-2025 18:00:00",675.000,278.000,730.006,0.000,-675.000
"01-Mar-2025 18:30:00",668.000,275.000,722.391,0.000,-668.000
"01-Mar-2025 19:00:00",656.000,272.000,710.155,0.000,-656.000
"01-Mar-2025 19:30:00",668.000,276.000,722.772,0.000,-668.000
"01-Mar-2025 20:00:00",641.000,277.000,698.291,0.000,-641.000
"01-Mar-2025 20:30:00",632.000,265.000,685.309,0.000,-632.000
"01-Mar-2025 21:00:00",611.000,257.000,662.850,0.000,-611.000
"01-Mar-2025 21:30:00",604.000,253.000,654.847,0.000,-604.000
"01-Mar-2025 22:00:00",560.000,247.000,612.053,0.000,-560.000
"01-Mar-2025 22:30:00",553.000,247.000,605.655,0.000,-553.000
"01-Mar-2025 23:00:00",550.000,251.000,604.567,0.000,-550.000
"01-Mar-2025 23:30:00",550.000,254.000,605.818,0.000,-550.000
"02-Mar-2025 00:00:00",546.000,247.000,599.270,0.000,-546.000
"02-Mar-2025 00:30:00",555.000,251.000,609.119,0.000,-555.000
"02-Mar-2025 01:00:00",539.000,250.000,594.156,0.000,-539.000
"02-Mar-2025 01:30:00",530.000,238.000,580.985,0.000,-530.000
"02-Mar-2025 02:00:00",536.000,237.000,586.059,0.000,-536.000
"02-Mar-2025 02:30:00",522.000,231.000,570.828,0.000,-522.000
"02-Mar-2025 03:00:00",444.000,190.000,482.945,0.000,-444.000
"02-Mar-2025 03:30:00",454.000,194.000,493.712,0.000,-454.000
"02-Mar-2025 04:00:00",452.000,192.000,491.089,0.000,-452.000
"02-Mar-2025 04:30:00",453.000,193.000,492.400,0.000,-453.000
"02-Mar-2025 05:00:00",479.000,197.000,517.929,0.000,-479.000
"02-Mar-2025 05:30:00",515.000,198.000,551.751,0.000,-515.000
"02-Mar-2025 06:00:00",514.000,201.000,551.903,0.000,-514.000
"02-Mar-2025 06:30:00",517.000,205.000,556.160,0.000,-517.000
"02-Mar-2025 07:00:00",552.000,211.000,590.953,0.000,-552.000
"02-Mar-2025 07:30:00",527.000,208.000,566.562,0.000,-527.000
"02-Mar-2025 08:00:00",534.000,210.000,573.808,0.000,-534.000
"02-Mar-2025 08:30:00",530.000,207.000,568.989,0.000,-530.000
"02-Mar-2025 09:00:00",546.000,209.000,584.634,0.000,-546.000
"02-Mar-2025 09:30:00",551.000,213.000,590.737,0.000,-551.000
"02-Mar-2025 10:00:00",548.000,216.000,589.033,0.000,-548.000
"02-Mar-2025 10:30:00",553.000,214.000,592.963,0.000,-553.000
"02-Mar-2025 11:00:00",550.000,216.000,590.894,0.000,-550.000
"02-Mar-2025 11:30:00",554.000,219.000,595.716,0.000,-554.000
"02-Mar-2025 12:00:00",579.000,223.000,620.460,0.000,-579.000
"02-Mar-2025 12:30:00",560.000,219.000,601.299,0.000,-560.000
"02-Mar-2025 13:00:00",552.000,214.000,592.030,0.000,-552.000
"02-Mar-2025 13:30:00",557.000,219.000,598.506,0.000,-557.000
"02-Mar-2025 14:00:00",568.000,217.000,608.040,0.000,-568.000
"02-Mar-2025 14:30:00",549.000,213.000,588.872,0.000,-549.000
"02-Mar-2025 15:00:00",546.000,214.000,586.440,0.000,-546.000
"02-Mar-2025 15:30:00",534.000,211.000,574.175,0.000,-534.000
"02-Mar-2025 16:00:00",538.000,216.000,579.741,0.000,-538.000
