Start,kWh_E,kVAr,kVA,kWh_B,Nett_Export_MHSP
"01-Mar-2025 00:00:00",401.000,93.600,411.779,0.000,-401.000
"01-Mar-2025 00:30:00",401.400,94.000,412.260,0.000,-401.400
"01-Mar-2025 01:00:00",398.400,96.000,409.803,0.000,-398.400
"01-Mar-2025 01:30:00",388.400,91.000,398.918,0.000,-388.400
"01-Mar-2025 02:00:00",395.200,93.000,405.995,0.000,-395.200
"01-Mar-2025 02:30:00",395.000,97.400,406.831,0.000,-395.000
"01-Mar-2025 03:00:00",388.200,85.400,397.483,0.000,-388.200
"01-Mar-2025 03:30:00",387.000,82.000,395.592,0.000,-387.000
"01-Mar-2025 04:00:00",394.400,86.600,403.796,0.000,-394.400
"01-Mar-2025 04:30:00",402.400,86.200,411.529,0.000,-402.400
"01-Mar-2025 05:00:00",406.600,89.200,416.269,0.000,-406.600
"01-Mar-2025 05:30:00",467.000,97.200,477.008,0.000,-467.000
"01-Mar-2025 06:00:00",484.000,107.200,495.730,0.000,-484.000
"01-Mar-2025 06:30:00",466.400,106.800,478.472,0.000,-466.400
"01-Mar-2025 07:00:00",508.600,119.400,522.427,0.000,-508.600
"01-Mar-2025 07:30:00",530.800,131.600,546.870,0.000,-530.800
"01-Mar-2025 08:00:00",555.000,142.800,573.077,0.000,-555.000
"01-Mar-2025 08:30:00",577.200,127.600,591.136,0.000,-577.200
"01-Mar-2025 09:00:00",589.400,135.000,604.663,0.000,-589.400
"01-Mar-2025 09:30:00",606.600,142.600,623.136,0.000,-606.600
"01-Mar-2025 10:00:00",736.800,189.000,760.654,0.000,-736.800
"01-Mar-2025 10:30:00",746.400,201.800,773.199,0.000,-746.400
"01-Mar-2025 11:00:00",720.400,193.600,745.961,0.000,-720.400
"01-Mar-2025 11:30:00",735.400,200.000,762.111,0.000,-735.400
"01-Mar-2025 12:00:00",756.000,202.000,782.522,0.000,-756.000
"01-Mar-2025 12:30:00",759.600,200.800,785.693,0.000,-759.600
"01-Mar-2025 13:00:00",792.800,217.200,822.014,0.000,-792.800
"01-Mar-2025 13:30:00",819.400,211.800,846.331,0.000,-819.400
"01-Mar-2025 14:00:00",954.200,241.000,984.164,0.000,-954.200
"01-Mar-2025 14:30:00",792.000,200.600,817.009,0.000,-792.000
"01-Mar-2025 15:00:00",782.800,201.800,808.393,0.000,-782.800
"01-Mar-2025 15:30:00",768.800,200.000,794.389,0.000,-768.800
"01-Mar-2025 16:00:00",751.400,205.800,779.074,0.000,-751.400
"01-Mar-2025 16:30:00",740.600,197.000,766.353,0.000,-740.600
"01-Mar-2025 17:00:00",708.200,180.800,730.914,0.000,-708.200
"01-Mar-2025 17:30:00",689.800,180.800,713.101,0.000,-689.800
"01-Mar-2025 18:00:00",657.200,173.200,679.640,0.000,-657.200
"01-Mar-2025 18:30:00",646.400,175.800,669.880,0.000,-646.400
"01-Mar-2025 19:00:00",528.800,132.000,545.026,0.000,-528.800
"01-Mar-2025 19:30:00",497.800,121.800,512.484,0.000,-497.800
"01-Mar-2025 20:00:00",608.200,155.000,627.640,0.000,-608.200
"01-Mar-2025 20:30:00",480.800,120.000,495.549,0.000,-480.800
"01-Mar-2025 21:00:00",460.400,111.400,473.686,0.000,-460.400
"01-Mar-2025 21:30:00",450.800,110.600,464.169,0.000,-450.800
"01-Mar-2025 22:00:00",434.800,102.600,446.741,0.000,-434.800
"01-Mar-2025 22:30:00",439.400,109.200,452.766,0.000,-439.400
"01-Mar-2025 23:00:00",431.200,101.800,443.054,0.000,-431.200
"01-Mar-2025 23:30:00",430.600,99.000,441.834,0.000,-430.600
"02-Mar-2025 00:00:00",428.000,96.600,438.766,0.000,-428.000
"02-Mar-2025 00:30:00",435.000,105.600,447.634,0.000,-435.000
"02-Mar-2025 01:00:00",422.400,97.600,433.529,0.000,-422.400
"02-Mar-2025 01:30:00",417.000,97.600,428.269,0.000,-417.000
"02-Mar-2025 02:00:00",414.000,95.600,424.895,0.000,-414.000
"02-Mar-2025 02:30:00",416.800,97.800,428.120,0.000,-416.800
"02-Mar-2025 03:00:00",413.200,95.400,424.070,0.000,-413.200
"02-Mar-2025 03:30:00",411.400,92.800,421.737,0.000,-411.400
"02-Mar-2025 04:00:00",402.600,90.800,412.712,0.000,-402.600
"02-Mar-2025 04:30:00",411.800,92.600,422.083,0.000,-411.800
"02-Mar-2025 05:00:00",461.000,105.600,472.940,0.000,-461.000
"02-Mar-2025 05:30:00",451.400,98.000,461.916,0.000,-451.400
"02-Mar-2025 06:00:00",434.600,95.400,444.948,0.000,-434.600
"02-Mar-2025 06:30:00",431.600,95.400,442.018,0.000,-431.600
"02-Mar-2025 07:00:00",489.200,118.400,503.324,0.000,-489.200
"02-Mar-2025 07:30:00",510.800,125.200,525.920,0.000,-510.800
"02-Mar-2025 08:00:00",517.200,129.000,533.045,0.000,-517.200
"02-Mar-2025 08:30:00",541.800,132.800,557.838,0.000,-541.800
"02-Mar-2025 09:00:00",708.200,186.200,732.269,0.000,-708.200
"02-Mar-2025 09:30:00",714.000,194.200,739.939,0.000,-714.000
"02-Mar-2025 10:00:00",713.200,187.800,737.511,0.000,-713.200
"02-Mar-2025 10:30:00",738.600,194.600,763.806,0.000,-738.600
"02-Mar-2025 11:00:00",737.400,194.200,762.543,0.000,-737.400
"02-Mar-2025 11:30:00",773.800,201.000,799.479,0.000,-773.800
"02-Mar-2025 12:00:00",770.000,170.400,788.629,0.000,-770.000
"02-Mar-2025 12:30:00",748.600,162.800,766.098,0.000,-748.600
"02-Mar-2025 13:00:00",763.800,167.000,781.844,0.000,-763.800
"02-Mar-2025 13:30:00",785.000,177.600,804.840,0.000,-785.000
"02-Mar-2025 14:00:00",804.800,171.400,822.849,0.000,-804.800
"02-Mar-2025 14:30:00",799.600,171.200,817.722,0.000,-799.600
"02-Mar-2025 15:00:00",767.800,169.600,786.308,0.000,-767.800
"02-Mar-2025 15:30:00",748.800,163.200,766.378,0.000,-748.800
"02-Mar-2025 16:00:00",745.000,171.600,764.507,0.000,-745.000
"02-Mar-2025 16:30:00",743.400,167.800,762.103,0.000,-743.400
"02-Mar-2025 17:00:00",731.000,165.800,749.567,0.000,-731.000
"02-Mar-2025 17:30:00",703.000,160.000,720.978,0.000,-703.000
"02-Mar-2025 18:00:00",593.000,135.000,608.173,0.000,-593.000
"02-Mar-2025 18:30:00",556.200,132.000,571.649,0.000,-556.200
"02-Mar-2025 19:00:00",620.600,141.000,636.416,0.000,-620.600
"02-Mar-2025 19:30:00",490.600,119.000,504.826,0.000,-490.600
"02-Mar-2025 20:00:00",576.000,137.200,592.115,0.000,-576.000
"02-Mar-2025 20:30:00",489.800,115.800,503.303,0.000,-489.800
"02-Mar-2025 21:00:00",452.800,110.600,466.112,0.000,-452.800
"02-Mar-2025 21:30:00",454.200,112.000,467.805,0.000,-454.200
"02-Mar-2025 22:00:00",443.600,107.200,456.369,0.000,-443.600
"02-Mar-2025 22:30:00",431.600,103.200,443.767,0.000,-431.600
"02-Mar-2025 23:00:00",423.800,102.400,435.996,0.000,-423.800
"02-Mar-2025 23:30:00",407.600,95.200,418.570,0.000,-407.600
"03-Mar-2025 00:00:00",359.200,97.400,372.171,0.000,-359.200
"03-Mar-2025 00:30:00",451.800,117.800,466.905,0.000,-451.800
"03-Mar-2025 01:00:00",350.800,92.400,362.765,0.000,-350.800
"03-Mar-2025 01:30:00",350.600,93.800,362.931,0.000,-350.600
"03-Mar-2025 02:00:00",345.800,86.000,356.334,0.000,-345.800
"03-Mar-2025 02:30:00",350.000,94.800,362.611,0.000,-350.000
"03-Mar-2025 03:00:00",344.400,89.600,355.864,0.000,-344.400
"03-Mar-2025 03:30:00",460.600,115.200,474.788,0.000,-460.600
"03-Mar-2025 04:00:00",352.000,88.600,362.979,0.000,-352.000
"03-Mar-2025 04:30:00",352.400,90.800,363.910,0.000,-352.400
"03-Mar-2025 05:00:00",392.000,110.400,407.250,0.000,-392.000
"03-Mar-2025 05:30:00",405.000,102.000,417.647,0.000,-405.000
"03-Mar-2025 06:00:00",514.400,123.000,528.901,0.000,-514.400
"03-Mar-2025 06:30:00",450.400,102.800,461.983,0.000,-450.400
"03-Mar-2025 07:00:00",430.000,106.600,443.016,0.000,-430.000
"03-Mar-2025 07:30:00",570.800,139.200,587.528,0.000,-570.800
"03-Mar-2025 08:00:00",662.800,150.200,679.606,0.000,-662.800
"03-Mar-2025 08:30:00",509.800,130.200,526.164,0.000,-509.800
"03-Mar-2025 09:00:00",665.600,158.400,684.189,0.000,-665.600
"03-Mar-2025 09:30:00",658.800,153.600,676.469,0.000,-658.800
"03-Mar-2025 10:00:00",688.600,165.600,708.233,0.000,-688.600
"03-Mar-2025 10:30:00",692.600,166.400,712.309,0.000,-692.600
"03-Mar-2025 11:00:00",684.600,165.200,704.250,0.000,-684.600
"03-Mar-2025 11:30:00",682.600,165.200,702.306,0.000,-682.600
"03-Mar-2025 12:00:00",756.800,186.200,779.369,0.000,-756.800
"03-Mar-2025 12:30:00",753.400,193.400,777.827,0.000,-753.400
"03-Mar-2025 13:00:00",758.400,184.400,780.496,0.000,-758.400
"03-Mar-2025 13:30:00",775.000,184.800,796.728,0.000,-775.000
"03-Mar-2025 14:00:00",770.000,186.200,792.193,0.000,-770.000
"03-Mar-2025 14:30:00",689.800,167.000,709.727,0.000,-689.800
"03-Mar-2025 15:00:00",648.000,161.600,667.846,0.000,-648.000
"03-Mar-2025 15:30:00",657.000,162.400,676.774,0.000,-657.000
"03-Mar-2025 16:00:00",655.400,162.000,675.125,0.000,-655.400
"03-Mar-2025 16:30:00",629.800,150.400,647.509,0.000,-629.800
"03-Mar-2025 17:00:00",619.000,142.800,635.258,0.000,-619.000
"03-Mar-2025 17:30:00",607.400,143.600,624.144,0.000,-607.400
"03-Mar-2025 18:00:00",598.600,140.800,614.936,0.000,-598.600
"03-Mar-2025 18:30:00",588.800,138.400,604.847,0.000,-588.800
"03-Mar-2025 19:00:00",447.200,104.800,459.316,0.000,-447.200
"03-Mar-2025 19:30:00",558.600,119.800,571.302,0.000,-558.600
"03-Mar-2025 20:00:00",518.800,107.400,529.800,0.000,-518.800
"03-Mar-2025 20:30:00",424.200,102.800,436.478,0.000,-424.200
"03-Mar-2025 21:00:00",558.400,121.000,571.359,0.000,-558.400
"03-Mar-2025 21:30:00",465.200,112.800,478.680,0.000,-465.200
"03-Mar-2025 22:00:00",424.000,111.600,438.441,0.000,-424.000
"03-Mar-2025 22:30:00",541.800,130.200,557.225,0.000,-541.800
"03-Mar-2025 23:00:00",397.400,103.400,410.632,0.000,-397.400
"03-Mar-2025 23:30:00",454.800,111.400,468.245,0.000,-454.800
"04-Mar-2025 00:00:00",456.400,110.400,469.563,0.000,-456.400
"04-Mar-2025 00:30:00",368.400,91.400,379.569,0.000,-368.400
"04-Mar-2025 01:00:00",375.400,98.400,388.082,0.000,-375.400
"04-Mar-2025 01:30:00",451.800,104.800,463.796,0.000,-451.800
"04-Mar-2025 02:00:00",353.600,82.600,363.119,0.000,-353.600
"04-Mar-2025 02:30:00",362.000,89.800,372.972,0.000,-362.000
"04-Mar-2025 03:00:00",359.800,84.200,369.521,0.000,-359.800
"04-Mar-2025 03:30:00",357.200,79.000,365.832,0.000,-357.200
"04-Mar-2025 04:00:00",465.000,105.600,476.840,0.000,-465.000
"04-Mar-2025 04:30:00",374.800,90.400,385.548,0.000,-374.800
"04-Mar-2025 05:00:00",395.200,94.400,406.318,0.000,-395.200
"04-Mar-2025 05:30:00",440.800,109.600,454.221,0.000,-440.800
"04-Mar-2025 06:00:00",472.000,107.400,484.065,0.000,-472.000
"04-Mar-2025 06:30:00",484.200,108.000,496.098,0.000,-484.200
"04-Mar-2025 07:00:00",641.200,163.200,661.643,0.000,-641.200
"04-Mar-2025 07:30:00",695.600,186.800,720.246,0.000,-695.600
"04-Mar-2025 08:00:00",648.200,171.600,670.529,0.000,-648.200
"04-Mar-2025 08:30:00",653.800,171.800,675.995,0.000,-653.800
"04-Mar-2025 09:00:00",718.800,181.600,741.385,0.000,-718.800
"04-Mar-2025 09:30:00",721.800,187.400,745.731,0.000,-721.800
"04-Mar-2025 10:00:00",722.600,197.000,748.972,0.000,-722.600
"04-Mar-2025 10:30:00",742.800,193.000,767.464,0.000,-742.800
"04-Mar-2025 11:00:00",788.200,214.200,816.787,0.000,-788.200
"04-Mar-2025 11:30:00",803.400,214.800,831.619,0.000,-803.400
"04-Mar-2025 12:00:00",718.600,176.600,739.982,0.000,-718.600
"04-Mar-2025 12:30:00",795.800,192.000,818.634,0.000,-795.800
"04-Mar-2025 13:00:00",920.400,223.800,947.218,0.000,-920.400
"04-Mar-2025 13:30:00",966.800,239.200,995.951,0.000,-966.800
"04-Mar-2025 14:00:00",869.000,221.000,896.662,0.000,-869.000
"04-Mar-2025 14:30:00",737.600,180.800,759.436,0.000,-737.600
"04-Mar-2025 15:00:00",974.400,255.200,1007.265,0.000,-974.400
"04-Mar-2025 15:30:00",935.600,239.800,965.842,0.000,-935.600
"04-Mar-2025 16:00:00",840.000,223.000,869.097,0.000,-840.000
"04-Mar-2025 16:30:00",788.000,205.000,814.229,0.000,-788.000
"04-Mar-2025 17:00:00",755.200,194.200,779.770,0.000,-755.200
"04-Mar-2025 17:30:00",728.200,193.800,753.547,0.000,-728.200
"04-Mar-2025 18:00:00",669.000,180.000,692.792,0.000,-669.000
"04-Mar-2025 18:30:00",649.400,180.000,673.885,0.000,-649.400
"04-Mar-2025 19:00:00",631.800,166.200,653.294,0.000,-631.800
"04-Mar-2025 19:30:00",621.400,155.200,640.488,0.000,-621.400
"04-Mar-2025 20:00:00",576.200,157.400,597.312,0.000,-576.200
