Start,kWh_E,kVAr,kVA,kWh_B,Nett_Export_MHSP
"01-Mar-2025 00:00:00",64.608,25.760,69.554,0.000,-64.608
"01-Mar-2025 00:30:00",63.152,25.440,68.084,0.000,-63.152
"01-Mar-2025 01:00:00",62.128,25.360,67.105,0.000,-62.128
"01-Mar-2025 01:30:00",60.640,25.104,65.631,0.000,-60.640
"01-Mar-2025 02:00:00",60.880,24.848,65.756,0.000,-60.880
"01-Mar-2025 02:30:00",59.776,24.848,64.735,0.000,-59.776
"01-Mar-2025 03:00:00",61.840,25.360,66.838,0.000,-61.840
"01-Mar-2025 03:30:00",60.320,24.848,65.237,0.000,-60.320
"01-Mar-2025 04:00:00",60.080,24.704,64.961,0.000,-60.080
"01-Mar-2025 04:30:00",63.280,28.000,69.198,0.000,-63.280
"01-Mar-2025 05:00:00",60.176,27.648,66.224,0.000,-60.176
"01-Mar-2025 05:30:00",60.400,27.920,66.541,0.000,-60.400
"01-Mar-2025 06:00:00",60.800,28.416,67.113,0.000,-60.800
"01-Mar-2025 06:30:00",64.864,28.976,71.042,0.000,-64.864
"01-Mar-2025 07:00:00",67.312,28.816,73.221,0.000,-67.312
"01-Mar-2025 07:30:00",77.728,33.728,84.730,0.000,-77.728
"01-Mar-2025 08:00:00",78.608,34.160,85.710,0.000,-78.608
"01-Mar-2025 08:30:00",85.248,37.360,93.075,0.000,-85.248
"01-Mar-2025 09:00:00",87.136,41.584,96.550,0.000,-87.136
"01-Mar-2025 09:30:00",83.808,41.952,93.722,0.000,-83.808
"01-Mar-2025 10:00:00",88.560,42.624,98.284,0.000,-88.560
"01-Mar-2025 10:30:00",94.752,43.552,104.282,0.000,-94.752
"01-Mar-2025 11:00:00",91.888,42.496,101.239,0.000,-91.888
"01-Mar-2025 11:30:00",97.712,42.928,106.726,0.000,-97.712
"01-Mar-2025 12:00:00",94.960,40.352,103.178,0.000,-94.960
"01-Mar-2025 12:30:00",91.760,40.688,100.376,0.000,-91.760
"01-Mar-2025 13:00:00",94.816,41.296,103.419,0.000,-94.816
"01-Mar-2025 13:30:00",95.248,41.232,103.789,0.000,-95.248
"01-Mar-2025 14:00:00",97.744,41.632,106.241,0.000,-97.744
"01-Mar-2025 14:30:00",95.648,41.280,104.176,0.000,-95.648
"01-Mar-2025 15:00:00",96.544,42.256,105.386,0.000,-96.544
"01-Mar-2025 15:30:00",94.288,41.632,103.070,0.000,-94.288
"01-Mar-2025 16:00:00",94.688,41.248,103.282,0.000,-94.688
"01-Mar-2025 16:30:00",96.000,41.152,104.448,0.000,-96.000
"01-Mar-2025 17:00:00",94.320,40.896,102.804,0.000,-94.320
"01-Mar-2025 17:30:00",91.904,40.304,100.353,0.000,-91.904
"01-Mar-2025 18:00:00",89.648,39.824,98.095,0.000,-89.648
"01-Mar-2025 18:30:00",84.064,39.488,92.877,0.000,-84.064
"01-Mar-2025 19:00:00",81.632,38.448,90.233,0.000,-81.632
"01-Mar-2025 19:30:00",79.536,39.216,88.678,0.000,-79.536
"01-Mar-2025 20:00:00",71.440,35.712,79.869,0.000,-71.440
"01-Mar-2025 20:30:00",70.784,35.872,79.355,0.000,-70.784
"01-Mar-2025 21:00:00",66.816,31.008,73.661,0.000,-66.816
"01-Mar-2025 21:30:00",66.224,25.264,70.879,0.000,-66.224
"01-Mar-2025 22:00:00",67.184,26.496,72.220,0.000,-67.184
"01-Mar-2025 22:30:00",67.872,26.384,72.820,0.000,-67.872
"01-Mar-2025 23:00:00",66.608,26.352,71.631,0.000,-66.608
"01-Mar-2025 23:30:00",66.304,26.160,71.278,0.000,-66.304
"02-Mar-2025 00:00:00",67.248,26.208,72.174,0.000,-67.248
"02-Mar-2025 00:30:00",66.064,26.288,71.102,0.000,-66.064
"02-Mar-2025 01:00:00",65.184,25.904,70.143,0.000,-65.184
"02-Mar-2025 01:30:00",64.992,26.144,70.053,0.000,-64.992
"02-Mar-2025 02:00:00",65.808,26.384,70.900,0.000,-65.808
"02-Mar-2025 02:30:00",65.344,26.192,70.398,0.000,-65.344
"02-Mar-2025 03:00:00",65.552,26.384,70.662,0.000,-65.552
"02-Mar-2025 03:30:00",65.184,26.128,70.226,0.000,-65.184
"02-Mar-2025 04:00:00",64.864,26.064,69.905,0.000,-64.864
"02-Mar-2025 04:30:00",70.976,29.952,77.037,0.000,-70.976
"02-Mar-2025 05:00:00",64.352,28.784,70.496,0.000,-64.352
"02-Mar-2025 05:30:00",61.280,28.080,67.407,0.000,-61.280
"02-Mar-2025 06:00:00",62.064,27.952,68.068,0.000,-62.064
"02-Mar-2025 06:30:00",64.032,28.256,69.989,0.000,-64.032
"02-Mar-2025 07:00:00",68.832,29.056,74.713,0.000,-68.832
"02-Mar-2025 07:30:00",71.280,30.208,77.417,0.000,-71.280
"02-Mar-2025 08:00:00",79.632,31.808,85.750,0.000,-79.632
"02-Mar-2025 08:30:00",86.704,33.280,92.872,0.000,-86.704
"02-Mar-2025 09:00:00",89.888,36.992,97.202,0.000,-89.888
"02-Mar-2025 09:30:00",89.088,40.848,98.006,0.000,-89.088
"02-Mar-2025 10:00:00",92.032,40.496,100.548,0.000,-92.032
"02-Mar-2025 10:30:00",91.920,40.624,100.497,0.000,-91.920
"02-Mar-2025 11:00:00",94.400,40.816,102.846,0.000,-94.400
"02-Mar-2025 11:30:00",99.664,41.776,108.065,0.000,-99.664
"02-Mar-2025 12:00:00",101.232,41.712,109.489,0.000,-101.232
"02-Mar-2025 12:30:00",99.360,41.760,107.779,0.000,-99.360
"02-Mar-2025 13:00:00",103.072,41.600,111.150,0.000,-103.072
"02-Mar-2025 13:30:00",103.232,42.240,111.540,0.000,-103.232
"02-Mar-2025 14:00:00",104.896,42.448,113.159,0.000,-104.896
"02-Mar-2025 14:30:00",102.976,41.984,111.206,0.000,-102.976
"02-Mar-2025 15:00:00",100.960,41.808,109.274,0.000,-100.960
