Start,kWh_E,kVAr,kVA,kWh_B,Nett_Export_MHSP
"01-Mar-2025 00:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 00:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 01:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 01:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 02:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 02:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 03:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 03:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 04:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 04:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 05:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 05:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 06:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 06:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 07:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 07:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 08:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 08:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 09:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 09:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 10:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 10:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 11:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 11:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 12:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 12:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 13:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 13:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 14:00:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 14:30:00",0.000,0.000,0.000,0.000,0.000
"01-Mar-2025 15:00:00",0.000,0.000,0.000,0.000,0.000
